"SITECODE","LCODE","SDATE","SHOUR","SMINS","RECORDER","RECCODE","TEMP","SUNPERC","WSPEEDB","WEEK"
"T06","01",04-MAY-95,11,55,"JEB","4",24.8,100,2,5
"T10","01",04-MAY-95,13,25,"CB","1",27,100,3,5
"T04","02",04-MAY-95,15,0,"IHF","1",18,100,3,5
"T01","01",06-MAY-95,11,15,"SJC","1",21.8,100,1,6
"T09","01",06-MAY-95,10,45,"HT","1",26,100,1,6
"T08","01",08-MAY-95,13,30,"MT","3",15.5,90,3,6
"T04","02",09-MAY-95,13,30,"IHF","1",12,80,2,6
"T10","01",10-MAY-95,13,20,"CB","1",14,70,2,6
"T03","01",11-MAY-95,11,35,"RA","1",12,100,2,6
"T09","01",15-MAY-95,11,15,"HT","1",15,70,3,7
"T06","01",15-MAY-95,11,45,"JEB","4",14.8,100,2,7
"T07","01",16-MAY-95,10,50,"JLS","3",29.4,100,1,7
"T10","01",19-MAY-95,11,50,"CB","1",13,60,3,7
"T04","02",19-MAY-95,14,30,"IHF","1",13,80,1,7
"T01","01",19-MAY-95,13,0,"SJC","1",14,70,3,7
"T09","01",21-MAY-95,10,50,"HT","1",16,30,2,8
"T06","01",22-MAY-95,11,45,"JEB","4",17.6,100,2,8
"T08","01",22-MAY-95,14,10,"MT","3",16.1,70,2,8
"T01","01",23-MAY-95,14,55,"SJC","1",20.8,80,3,8
"T05","01",23-MAY-95,11,40,"KT","1",19,90,4,8
"T02","02",24-MAY-95,,,"","",,,,8
"T03","01",24-MAY-95,10,55,"HDN","2",16,90,5,8
"T02","01",24-MAY-95,13,40,"SW","2",12.5,100,2,8
"T04","02",25-MAY-95,14,0,"IHF","1",16,100,2,8
"T10","01",26-MAY-95,10,45,"CB","1",19.5,50,4,8
"T08","01",31-MAY-95,11,0,"MDM","1",16,100,2,9
"T09","01",31-MAY-95,13,0,"HT","1",18,100,1,9
"T02","01",01-JUN-95,14,45,"SW","2",12.5,20,2,9
"T02","02",01-JUN-95,,,"","",,,,9
"T06","01",02-JUN-95,11,30,"JEB","4",16.6,30,2,9
"T04","02",02-JUN-95,11,0,"IHF","1",14,100,1,9
"T01","01",02-JUN-95,11,10,"SJC","1",15.1,50,3,9
"T10","01",02-JUN-95,11,0,"CB","1",16,70,2,9
"T09","01",05-JUN-95,12,55,"HT","1",16,30,2,10
"T05","01",05-JUN-95,12,40,"KT","1",14,90,3,10
"T08","01",05-JUN-95,15,45,"MDM","1",17,80,1,10
"T01","01",07-JUN-95,13,0,"SJC","1",17,100,5,10
"T03","01",07-JUN-95,12,45,"HDN","2",13,90,5,10
"T10","01",09-JUN-95,12,35,"CB","1",18,70,4,10
"T04","02",09-JUN-95,15,30,"IHF","1",17,100,2,10
"T02","01",14-JUN-95,12,0,"DJH","1",18,100,6,11
"T02","02",14-JUN-95,,,"","",,,,11
"T09","01",14-JUN-95,11,5,"HT","1",16,30,3,11
"T05","01",14-JUN-95,10,15,"KT","1",15,90,4,11
"T03","01",14-JUN-95,12,30,"HDN","2",18,90,4,11
"T01","01",15-JUN-95,15,15,"SJC","1",17.5,40,3,11
"T10","01",16-JUN-95,12,50,"CB","1",21,70,5,11
"T04","02",16-JUN-95,11,0,"IHF","1",17,100,1,11
"T07","01",16-JUN-95,10,51,"TGC","2",16.5,100,1,11
"T08","01",16-JUN-95,13,15,"MT","3",17.9,50,2,11
"T09","01",18-JUN-95,14,0,"HT","1",21,100,3,12
"T06","01",19-JUN-95,11,45,"JEB","4",23.4,100,3,12
"T08","01",19-JUN-95,13,5,"MDM","1",20.2,50,4,12
"T01","01",20-JUN-95,11,5,"SJC","1",21,30,3,12
"T03","01",21-JUN-95,12,5,"HDN","2",20,90,4,12
"T04","01",21-JUN-95,15,30,"ASG","7",16,10,3,12
"T02","01",21-JUN-95,12,0,"DJH","1",17,10,3,12
"T02","02",21-JUN-95,,,"","",,,,12
"T04","02",22-JUN-95,14,30,"IHF","1",21,100,1,12
"T07","01",22-JUN-95,10,20,"TGC","2",19,100,1,12
"T06","01",22-JUN-95,11,45,"JEB","4",20.6,100,4,12
"T10","01",23-JUN-95,13,35,"CB","1",21,100,6,12
"T05","01",23-JUN-95,11,15,"KT","1",20,100,5,12
"T05","01",26-JUN-95,11,15,"KT","1",22,100,4,13
"T07","01",26-JUN-95,14,0,"JLS","3",21.5,100,1,13
"T08","01",26-JUN-95,13,50,"MDM","1",22,100,4,13
"T02","02",27-JUN-95,,,"","",,,,13
"T01","01",27-JUN-95,14,20,"SJC","1",24.8,100,3,13
"T02","01",27-JUN-95,13,0,"SW","2",24,100,2,13
"T09","01",28-JUN-95,13,55,"HT","1",27,100,3,13
"T04","02",28-JUN-95,14,30,"IHF","1",25,100,1,13
"T04","01",28-JUN-95,12,35,"JKA","1",22,100,2,13
"T06","01",29-JUN-95,11,45,"JEB","4",27.9,100,2,13
"T10","01",30-JUN-95,11,23,"CB","1",28,100,2,13
"T09","01",03-JUL-95,13,15,"HT","1",21,30,1,14
"T01","01",04-JUL-95,13,35,"SJC","1",17.5,0,4,14
"T03","01",05-JUL-95,11,45,"HDN","2",21,90,3,14
"T05","01",05-JUL-95,12,45,"KT","1",20,40,4,14
"T02","02",06-JUL-95,,,"","",,,,14
"T10","01",06-JUL-95,13,0,"CB","1",22,0,2,14
"T08","01",06-JUL-95,13,0,"MT","3",19,0,4,14
"T02","01",06-JUL-95,10,30,"SW","2",20,100,4,14
"T06","01",06-JUL-95,11,45,"JEB","4",23.6,100,3,14
"T04","02",07-JUL-95,15,0,"IHF","1",18,80,2,14
"T09","01",08-JUL-95,13,20,"HT","1",28,100,2,15
"T04","02",08-JUL-95,11,0,"IHF","1",19,100,1,15
"T02","01",10-JUL-95,13,10,"SW","2",17,100,4,15
"T02","02",10-JUL-95,,,"","",,,,15
"T07","01",10-JUL-95,10,45,"TGC","2",20,100,1,15
"T08","01",11-JUL-95,11,45,"MDM","1",25,20,1,15
"T01","01",12-JUL-95,14,40,"SJC","1",26,80,4,15
"T03","01",12-JUL-95,11,30,"RA","1",21,90,2,15
"T05","01",12-JUL-95,11,40,"DHL","3",20,90,4,15
"T10","01",13-JUL-95,12,45,"CB","1",22,40,3,15
"T06","01",13-JUL-95,11,45,"JEB","4",23.2,0,2,15
"T08","01",17-JUL-95,14,5,"MT","3",19.5,80,2,16
"T09","01",17-JUL-95,12,0,"HT","1",23,0,3,16
"T01","01",17-JUL-95,11,0,"SJC","1",19,30,3,16
"T03","01",19-JUL-95,11,55,"HDN","2",22,90,3,16
"T04","01",19-JUL-95,13,15,"ASG","7",18,10,3,16
"T04","02",19-JUL-95,11,30,"IHF","1",22,100,2,16
"T02","02",19-JUL-95,,,"","",,,,16
"T02","01",19-JUL-95,13,10,"SW","2",17,30,3,16
"T06","01",20-JUL-95,12,0,"JEB","4",30,100,0,16
"T05","01",20-JUL-95,11,50,"DL","4",27,100,2,16
"T10","01",20-JUL-95,11,10,"CB","1",27.5,100,2,16
"T07","01",21-JUL-95,13,15,"TGC","2",19,80,3,16
"T09","01",22-JUL-95,11,35,"HT","1",22,100,2,17
"T05","01",24-JUL-95,11,15,"KT","1",22,100,3,17
"T01","01",24-JUL-95,11,30,"SJC","1",24,100,2,17
"T08","01",24-JUL-95,13,10,"MT","3",25.8,100,2,17
"T02","01",24-JUL-95,10,50,"SW","2",16,100,3,17
"T02","02",24-JUL-95,,,"","",,,,17
"T07","01",25-JUL-95,13,0,"TGC","2",25,100,3,17
"T04","02",25-JUL-95,11,30,"IHF","1",24,100,1,17
"T06","01",25-JUL-95,11,45,"JEB","4",24.6,100,3,17
"T04","01",26-JUL-95,13,45,"ASG","7",21,100,4,17
"T03","01",26-JUL-95,11,0,"HDN","2",20,70,3,17
"T10","01",28-JUL-95,14,10,"CB","1",23.5,70,1,17
"T09","01",29-JUL-95,13,45,"HT","1",28,100,3,18
"T05","01",31-JUL-95,11,15,"KT","1",27,90,1,18
"T02","01",31-JUL-95,10,55,"SW","2",24,100,3,18
"T02","02",31-JUL-95,,,"","",,,,18
"T01","01",31-JUL-95,13,50,"SJC","1",29.8,100,3,18
"T07","01",31-JUL-95,11,30,"JLS","3",26,100,1,18
"T08","01",01-AUG-95,10,35,"MDM","1",28,100,1,18
"T06","01",01-AUG-95,12,0,"JEB","4",31.7,100,0,18
"T04","01",02-AUG-95,12,10,"ASG","7",22,100,3,18
"T04","02",02-AUG-95,12,0,"IHF","1",26,100,1,18
"T03","01",02-AUG-95,12,20,"HDN","2",24,90,4,18
"T10","01",04-AUG-95,11,20,"CB","1",25,100,3,18
"T09","01",05-AUG-95,14,0,"HT","1",28,100,3,19
"T04","02",06-AUG-95,11,30,"IHF","1",22,100,1,19
"T05","01",07-AUG-95,11,15,"KT","1",22,100,4,19
"T02","02",08-AUG-95,,,"","",,,,19
"T01","01",08-AUG-95,11,55,"SJC","1",19.5,50,3,19
"T07","01",08-AUG-95,10,0,"TGC","2",17.5,80,1,19
"T02","01",08-AUG-95,13,30,"SW","2",18.2,100,3,19
"T03","01",09-AUG-95,12,0,"HDN","2",21,90,1,19
"T10","01",09-AUG-95,12,30,"CB","1",23,100,3,19
"T04","01",09-AUG-95,13,30,"ASG","7",20,100,2,19
"T08","01",11-AUG-95,10,55,"MT","3",29,100,1,19
"T06","01",11-AUG-95,11,45,"JEB","4",29.4,100,1,19
"T09","01",12-AUG-95,14,45,"HT","1",29,100,2,20
"T08","01",13-AUG-95,14,10,"MDM","1",20,0,3,20
"T08","01",14-AUG-95,13,15,"MT","3",24,50,1,20
"T05","01",14-AUG-95,11,30,"KT","1",21,40,3,20
"T01","01",15-AUG-95,14,10,"SJC","1",28.5,100,2,20
"T02","02",15-AUG-95,,,"","",,,,20
"T04","02",15-AUG-95,15,0,"IHF","1",23,100,2,20
"T02","01",15-AUG-95,10,45,"SW","2",22.5,100,2,20
"T07","01",15-AUG-95,12,47,"TGC","2",25,100,2,20
"T04","01",16-AUG-95,13,45,"ASG","7",23,100,2,20
"T03","01",16-AUG-95,11,25,"HDN","2",21,90,1,20
"T05","01",16-AUG-95,11,30,"KT","1",28,100,1,20
"T10","01",17-AUG-95,11,10,"CB","1",26,100,3,20
"T04","02",20-AUG-95,11,30,"IHF","1",25,100,1,21
"T09","01",20-AUG-95,11,20,"HT","1",27,100,3,21
"T01","01",21-AUG-95,14,50,"SJC","1",30.5,100,1,21
"T06","01",21-AUG-95,11,45,"JEB","4",28.2,100,1,21
"T05","01",21-AUG-95,11,15,"KT","1",,100,2,21
"T02","02",21-AUG-95,,,"","",,,,21
"T02","01",21-AUG-95,11,10,"SW","2",25,100,3,21
"T08","01",21-AUG-95,11,55,"MDM","1",28,100,1,21
"T03","01",22-AUG-95,15,5,"HDN","2",23,70,2,21
"T07","01",22-AUG-95,13,58,"TGC","2",26,100,2,21
"T04","01",23-AUG-95,14,10,"KLI","8",17,100,4,21
"T10","01",25-AUG-95,13,20,"CB","1",21.5,30,6,21
"T04","02",28-AUG-95,12,30,"IHF","1",16,80,2,22
"T02","02",30-AUG-95,,,"","",,,,22
"T01","01",30-AUG-95,13,25,"SJC","1",20,30,2,22
"T02","01",30-AUG-95,13,0,"SW","2",19,100,4,22
"T05","01",30-AUG-95,11,15,"KT","1",21,30,4,22
"T09","01",30-AUG-95,14,15,"HT","1",22,100,3,22
"T03","01",31-AUG-95,11,50,"HDN","2",19,100,1,22
"T10","01",01-SEP-95,11,25,"CB","1",19,70,3,22
"T09","01",04-SEP-95,11,30,"HT","1",20,100,2,23
"T01","01",05-SEP-95,10,55,"SJC","1",15.5,60,4,23
"T05","01",05-SEP-95,11,0,"KT","1",17,30,4,23
"T06","01",05-SEP-95,11,45,"JEB","4",18.5,90,2,23
"T08","01",05-SEP-95,11,5,"MT","3",18,90,3,23
"T04","02",06-SEP-95,13,0,"IHF","1",16,50,1,23
"T10","01",08-SEP-95,13,50,"CB","1",18.5,30,5,23
"T09","01",09-SEP-95,11,0,"HT","1",18,30,3,24
"T01","01",09-SEP-95,10,50,"SJC","1",17.8,100,4,24
"T08","01",11-SEP-95,13,20,"MT","3",18,50,2,24
"T05","01",11-SEP-95,10,45,"KT","1",17,80,3,24
"T02","02",12-SEP-95,,,"","",,,,24
"T02","01",12-SEP-95,10,45,"SW","2",17,30,1,24
"T07","01",12-SEP-95,12,47,"TGC","2",16.5,80,2,24
"T10","01",13-SEP-95,12,0,"CB","1",17,70,2,24
"T03","01",13-SEP-95,11,55,"HDN","2",16,90,9,24
"T04","02",13-SEP-95,14,0,"IHF","1",,100,9,24
"T04","01",13-SEP-95,13,40,"ASG","7",14,50,2,24
"T02","02",18-SEP-95,,,"","",,,,25
"T08","01",18-SEP-95,11,15,"MT","3",18.5,90,4,25
"T02","01",18-SEP-95,10,45,"SW","2",17,70,1,25
"T06","01",18-SEP-95,11,45,"JEB","4",19,60,5,25
"T01","01",19-SEP-95,14,25,"SJC","1",19,50,5,25
"T03","01",20-SEP-95,14,30,"HDN","2",22,100,2,25
"T04","02",20-SEP-95,11,30,"IHF","1",17,100,1,25
"T05","01",20-SEP-95,11,0,"KT","1",16,60,3,25
"T04","01",20-SEP-95,14,30,"ASG","7",13,100,2,25
"T07","01",20-SEP-95,13,0,"TGC","2",15.5,100,1,25
"T10","01",21-SEP-95,12,35,"CB","1",17,80,1,25
"T09","01",21-SEP-95,12,10,"HT","1",18,100,1,25
"T05","01",21-SEP-95,11,15,"KT","1",17,90,3,25
"T06","01",21-SEP-95,14,30,"JEB","4",17.5,100,0,25
"T04","02",24-SEP-95,13,30,"IHF","1",13,100,2,26
"T09","01",25-SEP-95,11,30,"HT","1",17,70,2,26
"T02","02",26-SEP-95,,,"","",,,,26
"T02","01",26-SEP-95,10,45,"SW","2",14,100,4,26
"T03","01",27-SEP-95,13,45,"HDN","2",13,80,5,26
"T08","01",27-SEP-95,13,10,"MT","3",14,80,4,26
"T01","01",27-SEP-95,11,40,"SJC","1",14.2,80,4,26
"T10","01",28-SEP-95,12,40,"CB","1",15,90,4,26
"T06","01",29-SEP-95,11,45,"JEB","4",14.5,100,0,26
"T09","01",04-APR-96,14,15,"HT","1",13,100,1,1
"T03","01",07-APR-96,14,45,"HDN","2",13,90,1,1
"T09","01",08-APR-96,13,10,"HT","1",15,100,1,2
"T02","01",09-APR-96,13,30,"SW","2",15,100,4,2
"T01","01",09-APR-96,14,30,"SJC","1",14.5,70,3,2
"T02","02",09-APR-96,,,"","",,,,2
"T08","01",11-APR-96,13,35,"MT","3",14,90,1,2
"T10","01",11-APR-96,13,25,"CB","1",15,100,1,2
"T05","01",11-APR-96,12,15,"KT","1",13,100,3,2
"T01","01",15-APR-96,11,30,"SJC","1",15.2,70,3,3
"T08","01",15-APR-96,13,35,"MDM","1",16,70,3,3
"T09","01",15-APR-96,13,45,"HT","1",18,70,2,3
"T06","01",15-APR-96,11,55,"JEB","4",18,100,2,3
"T03","01",17-APR-96,12,35,"HDN","2",12,60,4,3
"T10","01",17-APR-96,13,25,"CB","1",14,60,5,3
"T05","01",24-APR-96,12,30,"KT","1",13,70,4,4
"T02","01",25-APR-96,10,45,"SW","2",13,100,4,4
"T02","02",25-APR-96,,,"","",,,,4
"T08","01",25-APR-96,13,0,"MT","3",14.5,70,3,4
"T01","01",25-APR-96,11,40,"SJC","1",13.3,70,9,4
"T05","01",26-APR-96,12,30,"KT","1",15,100,3,4
"T10","01",26-APR-96,14,5,"CB","1",18.5,90,2,4
"T09","01",27-APR-96,11,30,"HT","1",20,100,2,4
"T01","01",30-APR-96,13,15,"SJC","1",14,80,3,5
"T10","01",03-MAY-96,14,45,"CB","1",13,100,5,5
"T05","01",06-MAY-96,10,30,"KT","1",13,100,4,6
"T08","01",06-MAY-96,11,55,"MDM","1",14,80,1,6
"T09","01",07-MAY-96,13,50,"HT","1",18,100,3,6
"T05","01",07-MAY-96,12,30,"KT","1",13,90,5,6
"T06","01",07-MAY-96,12,0,"JEB","4",20,100,5,6
"T03","01",08-MAY-96,10,15,"RA","1",13,100,2,6
"T09","01",13-MAY-96,11,5,"HT","1",17,70,1,7
"T01","01",13-MAY-96,13,10,"SJC","1",15.5,100,3,7
"T02","02",13-MAY-96,,,"","",,,,7
"T02","01",13-MAY-96,10,50,"SW","2",12,60,2,7
"T07","01",13-MAY-96,13,45,"JLS","3",14,80,2,7
"T08","01",13-MAY-96,11,5,"MDM","1",14,90,1,7
"T03","01",13-MAY-96,12,45,"HDN","2",16.5,100,3,7
"T06","01",14-MAY-96,11,45,"JEB","4",21,100,3,7
"T10","01",14-MAY-96,14,40,"CB","1",17,70,3,7
"T05","01",15-MAY-96,11,0,"KT","1",14,100,4,7
"T01","01",20-MAY-96,15,30,"SJC","1",14.8,100,4,8
"T02","01",21-MAY-96,13,25,"SW","2",11.5,100,3,8
"T02","02",21-MAY-96,,,"","",,,,8
"T08","01",21-MAY-96,12,20,"MDM","1",14,100,4,8
"T09","01",25-MAY-96,13,10,"HT","1",17,100,1,8
"T05","01",27-MAY-96,14,0,"KT","1",15,70,4,9
"T03","01",28-MAY-96,12,10,"HNS","4",15.5,80,4,9
"T10","01",29-MAY-96,14,15,"CB","1",18,10,3,9
"T02","02",29-MAY-96,,,"","",,,,9
"T02","01",29-MAY-96,13,20,"SW","2",14.3,30,3,9
"T09","01",30-MAY-96,11,50,"HT","1",23,100,1,9
"T06","01",30-MAY-96,12,0,"JEB","4",23,100,3,9
"T08","01",30-MAY-96,11,0,"MT","3",21,70,2,9
"T05","01",30-MAY-96,12,10,"RS","5",20,100,5,9
"T01","01",30-MAY-96,11,50,"SJC","1",20.8,70,4,9
"T06","01",03-JUN-96,11,45,"JEB","4",21,100,3,10
"T08","01",03-JUN-96,11,25,"MT","3",16,70,4,10
"T02","02",04-JUN-96,,,"","",,,,10
"T09","01",04-JUN-96,13,0,"HT","1",22,100,1,10
"T02","01",04-JUN-96,13,40,"SW","2",15.2,90,4,10
"T04","02",05-JUN-96,14,45,"SWW","2",16,90,6,10
"T03","01",05-JUN-96,12,15,"HNS","4",17,100,4,10
"T05","01",05-JUN-96,12,40,"RS","5",23,100,5,10
"T10","01",06-JUN-96,11,45,"CB","1",25,100,2,10
"T01","01",06-JUN-96,10,55,"SJC","1",21.5,100,3,10
"T07","01",06-JUN-96,14,17,"TGC","2",20,90,1,10
"T06","01",07-JUN-96,11,45,"JEB","4",25,100,2,10
"T09","01",10-JUN-96,12,45,"HT","1",24,100,2,11
"T05","01",12-JUN-96,14,45,"RS","5",16,100,5,11
"T08","01",12-JUN-96,13,30,"MDM","1",17,50,3,11
"T04","02",13-JUN-96,12,35,"SWW","2",15,70,4,11
"T01","01",13-JUN-96,11,5,"SJC","1",17.5,70,2,11
"T03","01",13-JUN-96,13,30,"RS","3",17,100,2,11
"T10","01",13-JUN-96,12,20,"CB","1",20,90,2,11
"T06","01",14-JUN-96,12,0,"JEB","4",24,100,2,11
"T04","01",14-JUN-96,15,10,"TJW","2",17.5,100,2,11
"T07","01",14-JUN-96,10,55,"JLS","3",18.2,100,1,11
"T09","01",17-JUN-96,,,"HT","1",23,100,2,12
"T05","01",17-JUN-96,12,30,"KT","1",25,100,3,12
"T01","01",17-JUN-96,15,10,"SJC","1",26.8,100,3,12
"T08","01",17-JUN-96,11,15,"MT","3",22,100,2,12
"T03","01",18-JUN-96,12,50,"HNS","4",17,100,3,12
"T06","01",19-JUN-96,11,45,"JEB","4",21,10,2,12
"T04","02",19-JUN-96,11,0,"SWW","2",15,50,3,12
"T02","02",20-JUN-96,,,"","",,,,12
"T02","01",20-JUN-96,13,0,"SW","2",11,80,4,12
"T10","01",21-JUN-96,13,10,"CB","1",15.5,60,2,12
"T02","02",24-JUN-96,,,"","",,,,13
"T08","01",24-JUN-96,14,5,"MT","3",20.5,50,3,13
"T07","01",24-JUN-96,11,0,"TGC","2",19,100,1,13
"T02","01",24-JUN-96,,,"SW","2",17,100,3,13
"T01","01",25-JUN-96,13,40,"SJC","1",21.5,70,2,13
"T06","01",25-JUN-96,11,45,"JEB","4",26,100,0,13
"T03","01",26-JUN-96,12,50,"RS","3",17,100,4,13
"T04","01",26-JUN-96,15,0,"AGO","9",16,30,2,13
"T05","01",27-JUN-96,12,0,"KT","1",18,90,4,13
"T10","01",27-JUN-96,13,25,"CB","1",23.5,70,3,13
"T09","01",30-JUN-96,14,20,"HT","1",19,0,2,13
"T03","01",03-JUL-96,12,35,"HDN","2",21,90,3,14
"T04","02",03-JUL-96,12,0,"CM","3",,70,3,14
"T02","02",04-JUL-96,,,"","",,,,14
"T02","01",04-JUL-96,14,0,"SW","2",11,60,2,14
"T08","01",04-JUL-96,14,20,"MT","3",18.5,90,5,14
"T10","01",05-JUL-96,11,13,"CB","1",17,30,3,14
"T09","01",05-JUL-96,13,50,"HT","1",20,100,2,14
"T05","01",05-JUL-96,14,15,"KT","1",14,20,5,14
"T06","01",05-JUL-96,11,30,"JEB","4",16,10,3,14
"T05","01",08-JUL-96,12,30,"KT","1",16,50,5,15
"T01","01",08-JUL-96,13,20,"SJC","1",16.5,80,2,15
"T02","01",09-JUL-96,14,15,"SW","2",16,70,4,15
"T07","01",09-JUL-96,13,45,"JLS","3",18.5,100,1,15
"T02","02",09-JUL-96,,,"","",,,,15
"T08","01",10-JUL-96,14,55,"MDM","1",26,90,1,15
"T04","01",10-JUL-96,12,45,"ASG","10",16.7,70,4,15
"T06","01",10-JUL-96,11,30,"JEB","4",22,100,3,15
"T09","01",10-JUL-96,12,45,"HT","1",20,50,3,15
"T05","01",10-JUL-96,12,30,"KT","1",22,70,4,15
"T10","01",12-JUL-96,10,45,"CB","1",18.5,10,3,15
"T01","01",15-JUL-96,13,5,"SJC","1",21.7,100,3,16
"T08","01",15-JUL-96,14,0,"MDM","1",24,100,4,16
"T05","01",15-JUL-96,12,15,"KT","1",22,100,3,16
"T11","01",16-JUL-96,12,10,"AJT","1",15.1,100,2,16
"T09","01",16-JUL-96,13,30,"HT","1",23,100,3,16
"T04","01",16-JUL-96,11,25,"TJW","2",13.7,100,2,16
"T07","01",16-JUL-96,10,30,"JLS","3",19.5,100,1,16
"T02","02",17-JUL-96,,,"","",,,,16
"T06","01",17-JUL-96,12,15,"JEB","4",25,100,1,16
"T02","01",17-JUL-96,13,30,"SW","2",16.5,100,3,16
"T05","01",18-JUL-96,12,5,"KT","1",23,100,4,16
"T10","01",19-JUL-96,13,45,"CB","1",23.5,100,2,16
"T03","01",19-JUL-96,13,0,"RS","3",17,100,3,16
"T04","02",20-JUL-96,12,30,"CM","3",20,100,4,16
"T02","01",22-JUL-96,14,0,"SW","2",18.2,20,3,17
"T06","01",22-JUL-96,12,0,"JEB","4",33,100,2,17
"T08","01",22-JUL-96,13,30,"MT","3",32,100,4,17
"T02","02",22-JUL-96,,,"","",,,,17
"T05","01",22-JUL-96,12,0,"KT","1",29,100,2,17
"T09","01",23-JUL-96,10,45,"HT","1",23,100,2,17
"T01","01",23-JUL-96,11,55,"SJC","1",24,90,2,17
"T03","01",24-JUL-96,12,0,"HNS","4",18,80,4,17
"T04","02",25-JUL-96,11,50,"CM","3",19,80,3,17
"T05","01",25-JUL-96,12,15,"KT","1",22,100,1,17
"T07","01",25-JUL-96,13,45,"JLS","3",20.5,80,2,17
"T10","01",26-JUL-96,10,45,"CB","1",23.5,100,2,17
"T01","01",29-JUL-96,13,5,"SJC","1",23.8,80,1,18
"T05","01",29-JUL-96,12,15,"KT","1",23,80,4,18
"T02","02",29-JUL-96,,,"","",,,,18
"T02","01",29-JUL-96,10,50,"SW","2",16,60,3,18
"T08","01",30-JUL-96,11,20,"MT","3",20,20,2,18
"T09","01",30-JUL-96,14,30,"HT","1",25,70,1,18
"T04","02",31-JUL-96,15,30,"SWW","2",,30,4,18
"T10","01",02-AUG-96,12,30,"RJR","2",18,0,1,18
"T06","01",03-AUG-96,13,10,"IRW","6",23.5,90,3,18
"T05","01",05-AUG-96,12,15,"RS","5",22,100,5,19
"T02","01",05-AUG-96,13,30,"SW","2",16.5,100,4,19
"T09","01",05-AUG-96,14,20,"HT","1",27,100,3,19
"T02","02",05-AUG-96,,,"","",,,,19
"T08","01",05-AUG-96,14,0,"MDM","1",27,90,4,19
"T07","01",06-AUG-96,11,25,"TGC","2",18,80,4,19
"T03","01",07-AUG-96,11,30,"HNS","4",,100,2,19
"T04","02",08-AUG-96,13,30,"CM","3",18,0,3,19
"T01","01",08-AUG-96,11,30,"SJC","1",20.3,30,4,19
"T10","01",08-AUG-96,14,40,"CB","1",19,70,4,19
"T06","01",10-AUG-96,14,40,"IRW","6",23,80,4,19
"T05","01",12-AUG-96,12,30,"KT","1",21,90,4,20
"T02","02",12-AUG-96,,,"","",,,,20
"T02","01",12-AUG-96,13,30,"DJH","1",20,0,3,20
"T08","01",13-AUG-96,11,25,"MDM","1",21,90,4,20
"T01","01",14-AUG-96,13,35,"SJC","1",19,0,3,20
"T04","02",14-AUG-96,16,0,"CM","3",18,10,0,20
"T11","01",14-AUG-96,11,45,"AJT","1",19.2,80,2,20
"T07","01",14-AUG-96,14,15,"JLS","3",19.5,100,1,20
"T03","01",14-AUG-96,12,20,"HDN","2",18,0,2,20
"T04","01",14-AUG-96,10,10,"TJW","2",13.3,100,2,20
"T09","01",14-AUG-96,11,45,"HT","1",22,70,1,20
"T05","01",15-AUG-96,12,10,"KT","1",22,60,4,20
"T10","01",16-AUG-96,14,10,"CB","1",24,80,3,20
"T06","01",18-AUG-96,11,45,"JEB","4",31,100,3,20
"T08","01",19-AUG-96,14,45,"MT","3",30,100,1,21
"T01","01",19-AUG-96,11,30,"SJC","1",29.7,100,2,21
"T02","01",19-AUG-96,10,45,"SW","2",20,100,3,21
"T02","02",19-AUG-96,,,"","",,,,21
"T09","01",19-AUG-96,11,45,"HT","1",28,100,2,21
"T04","02",20-AUG-96,14,30,"SWW","2",28,0,1,21
"T07","01",20-AUG-96,13,45,"JLS","3",22.5,80,2,21
"T03","01",21-AUG-96,13,45,"HNS","4",21,60,1,21
"T05","01",21-AUG-96,12,20,"KT","1",20,70,4,21
"T10","01",22-AUG-96,13,55,"CB","1",19,70,5,21
"T11","01",23-AUG-96,10,35,"AJT","1",14,50,2,21
"T03","01",24-AUG-96,11,50,"HNS","4",20,90,2,21
"T02","02",26-AUG-96,,,"","",,,,22
"T02","01",26-AUG-96,10,50,"SW","2",16.2,80,2,22
"T05","01",27-AUG-96,14,0,"KT","1",17,50,4,22
"T09","01",27-AUG-96,12,15,"HT","1",21,30,3,22
"T08","01",27-AUG-96,14,10,"MT","3",18,0,2,22
"T01","01",28-AUG-96,14,0,"SJC","1",19.4,60,3,22
"T10","01",30-AUG-96,14,25,"CB","1",16.5,10,3,22
"T05","01",30-AUG-96,12,30,"KT","1",17,70,5,22
"T07","01",31-AUG-96,11,37,"TGC","2",16.7,100,2,22
"T08","01",02-SEP-96,13,20,"MT","3",21,20,0,23
"T02","01",02-SEP-96,13,0,"SW","2",21,80,1,23
"T02","02",02-SEP-96,,,"","",,,,23
"T06","01",03-SEP-96,15,0,"JEB","4",20,20,2,23
"T04","01",04-SEP-96,13,45,"RM","11",12.6,100,3,23
"T03","01",04-SEP-96,12,5,"HNS","4",21,100,3,23
"T09","01",05-SEP-96,13,30,"HT","1",21,100,3,23
"T01","01",06-SEP-96,13,30,"SJC","1",19.4,100,2,23
"T10","01",06-SEP-96,10,55,"CB","1",17.5,100,4,23
"T05","01",06-SEP-96,12,30,"KT","1",18,70,3,23
"T04","02",06-SEP-96,12,5,"CJ","4",18,0,1,23
"T07","01",07-SEP-96,11,55,"TGC","2",13,70,1,23
"T04","02",09-SEP-96,11,30,"CM","3",,0,2,24
"T02","02",10-SEP-96,,,"","",,,,24
"T02","01",10-SEP-96,13,10,"SW","2",15,80,3,24
