unique_id,site,country,latitude,longitude
41,N2,PT,40.127519,-8.768907
42,Postojna_Site1,SI,45.78294503,14.20528084
42,Postojna_Site2,SI,45.78633629,14.20768974
42,Postojna_Site3,SI,45.78956372,14.20592054
42,Postojna_Site4,SI,45.79110142,14.20575732
42,Postojna_Site5,SI,45.80432733,14.20474731
42,Postojna_Site6,SI,45.80418679,14.20496306
42,Postojna_Site7,SI,45.80406635,14.20556331
42,Postojna_Site8,SI,45.80409704,14.20603672
42,Postojna_Site9,SI,45.80354827,14.20705465
42,Postojna_Site10,SI,45.79918528,14.2070335
42,Postojna_Site11,SI,45.79928941,14.20658988
42,Postojna_Site12,SI,45.79957931,14.20694521
42,Postojna_Site13,SI,45.79937393,14.20742688
42,Postojna_Site14,SI,45.80042839,14.20750018
43,LTER_EU_SK_003 Trnava LTSER,SK,48.663899,17.901913
44,Jalovecka_C1,SK,49.21778,19.67194
44,Jalovecka_C2,SK,49.21778,19.67194
44,Jalovecka_C3,SK,49.21778,19.67194
44,Jalovecka_C4,SK,49.21778,19.67194
45,01_70,SE,14.90918543,59.75351586
45,01_31,SE,14.90920394,59.75348906
45,01_35,SE,14.9093633,59.75351708
45,01_34,SE,14.9094538,59.75345935
45,01_43,SE,14.90957746,59.75349161
45,01_45,SE,14.9096301,59.7535189
45,01_47,SE,14.90971903,59.75351951
45,01_46,SE,14.90982732,59.7534619
45,01_40,SE,14.90978886,59.75356935
45,01_41,SE,14.90977035,59.75359616
45,01_38,SE,14.90959236,59.75359943
45,01_39,SE,14.90959212,59.7536084
45,01_28,SE,14.90941534,59.7535668
45,01_29,SE,14.90941461,59.75359373
45,01_25,SE,14.90930741,59.75361095
45,01_26,SE,14.90923663,59.753597
45,01_8,SE,14.9091805,59.75369985
45,01_7,SE,14.90919913,59.75366856
45,01_11,SE,14.90935849,59.75369658
45,01_10,SE,14.90944886,59.75364333
45,01_20,SE,14.90955402,59.7537024
45,01_19,SE,14.90957265,59.75367111
45,01_23,SE,14.90971422,59.753699
45,01_22,SE,14.90982239,59.75364588
45,01_16,SE,14.90978393,59.75375334
45,01_17,SE,14.90976542,59.75378014
45,01_13,SE,14.90965822,59.75379736
45,01_14,SE,14.90958743,59.75378341
45,01_4,SE,14.9094104,59.75375079
45,01_5,SE,14.90940968,59.75377771
45,01_1,SE,14.90930248,59.75379493
45,01_2,SE,14.90923169,59.75378099
45,02_35,SE,14.9032243,59.75415722
45,02_72,SE,14.9032424,59.7541859
45,02_36,SE,14.90326755,59.75418608
45,02_34,SE,14.9033816,59.75415512
45,02_71,SE,14.90334973,59.75417077
45,02_77,SE,14.90335542,59.75419303
45,02_43,SE,14.90341142,59.75421563
45,02_45,SE,14.90341039,59.7542537
45,02_42,SE,14.90339628,59.75431073
45,02_37,SE,14.90328894,59.75432586
45,02_38,SE,14.90328325,59.75430361
45,02_39,SE,14.90324569,59.754297
45,02_28,SE,14.90326755,59.75418608
45,02_29,SE,14.90315316,59.75422972
45,02_30,SE,14.90314815,59.75418208
45,02_26,SE,14.90303513,59.75417496
45,02_53,SE,14.90285233,59.75418957
45,02_10,SE,14.90312026,59.75428345
45,02_55,SE,14.90310751,59.75428971
45,02_20,SE,14.90308702,59.75434987
45,02_19,SE,14.90315645,59.75434082
45,02_21,SE,14.90315542,59.7543789
45,02_24,SE,14.9032607,59.75443992
45,02_63,SE,14.90335563,59.75441836
45,02_60,SE,14.90322883,59.75445557
45,02_92,SE,14.90312684,59.75450565
45,02_17,SE,14.90313993,59.7544867
45,02_18,SE,14.90313493,59.75443906
45,02_90,SE,14.90302293,59.75439386
45,02_4,SE,14.90294246,59.7543457
45,02_6,SE,14.90288681,59.75431041
46,32,SE,12.01985314,58.05474126
46,31,SE,12.01988134,58.05471514
46,35,SE,12.01993764,58.05474377
46,34,SE,12.02012126,58.05469082
46,44,SE,12.02019959,58.05475157
46,43,SE,12.02022778,58.05472545
46,47,SE,12.02036013,58.05475635
46,46,SE,12.0204677,58.05470114
46,40,SE,12.02042251,58.05480764
46,41,SE,12.02040277,58.05483401
46,38,SE,12.02024174,58.05483371
46,39,SE,12.0202239,58.05484216
46,29,SE,12.02006477,58.05482395
46,30,SE,12.02000049,58.05479058
46,26,SE,12.0198953,58.0548234
46,27,SE,12.0198859,58.0548321
46,8,SE,12.01983368,58.05492491
46,7,SE,12.01988134,58.05471514
46,11,SE,12.02000316,58.05492546
46,10,SE,12.0201018,58.05487448
46,20,SE,12.02018013,58.05493522
46,21,SE,12.02025666,58.05493301
46,24,SE,12.02041673,58.05494227
46,22,SE,12.02044825,58.05488479
46,16,SE,12.02040306,58.05499129
46,59,SE,12.02039319,58.05500448
46,13,SE,12.02027157,58.05503231
46,14,SE,12.02022229,58.05501736
46,5,SE,12.02004531,58.0550076
46,6,SE,12.01998104,58.05497423
46,1,SE,12.01993357,58.05502225
46,50,SE,12.01984812,58.05502869
47,01_10,SE,18.1094747,63.85737307
47,01_11,SE,18.10916419,63.85743186
47,01_13,SE,18.10950015,63.85743548
47,01_14,SE,18.10944544,63.85751264
47,01_17,SE,18.10963808,63.85750509
47,01_19,SE,18.10940579,63.85740109
47,01_2,SE,18.10902895,63.85751928
47,01_20,SE,18.10937789,63.85743294
47,01_23,SE,18.10957786,63.85751502
47,01_25,SE,18.10908612,63.85734784
47,01_26,SE,18.10901391,63.85733553
47,01_29,SE,18.10921671,63.85732781
47,01_3,SE,18.10901952,63.8575284
47,01_30,SE,18.10913288,63.85729773
47,01_31,SE,18.10897464,63.85722846
47,01_33,SE,18.10904794,63.85725421
47,01_34,SE,18.1092565,63.85719255
47,01_35,SE,18.10914953,63.85725259
47,01_37,SE,18.10949245,63.85734137
47,01_38,SE,18.1094304,63.8573289
47,01_42,SE,18.10953921,63.85729126
47,01_43,SE,18.10939112,63.85722182
47,01_44,SE,18.10936285,63.8572492
47,01_46,SE,18.10967298,63.85718592
47,01_47,SE,18.10955585,63.85724612
47,01_5,SE,18.10923175,63.85751156
47,01_51,SE,18.10923065,63.85749812
47,01_63,SE,18.10969892,63.85737847
47,01_7,SE,18.1089893,63.85740772
47,01_76,SE,18.10963932,63.85727172
47,01_8,SE,18.1089614,63.85743958
47,01_91,SE,18.10952487,63.85748894
47,02_70,SE,18.11208072,63.85702638
47,02_36,SE,18.11236551,63.85702632
47,02_34,SE,18.11238068,63.85696326
47,02_44,SE,18.11250736,63.85701957
47,02_45,SE,18.11258862,63.85701828
47,02_47,SE,18.1126902,63.85701666
47,02_48,SE,18.11279215,63.85701952
47,02_46,SE,18.11280732,63.85695645
47,02_76,SE,18.11277367,63.85704225
47,02_75,SE,18.11275629,63.85707843
47,02_41,SE,18.11275739,63.85709187
47,02_42,SE,18.11267356,63.8570618
47,02_74,SE,18.11253612,63.85712233
47,02_68,SE,18.11236735,63.85704873
47,02_28,SE,18.11234887,63.85707147
47,02_30,SE,18.11226723,63.85706828
47,02_53,SE,18.11203262,63.85718421
47,02_8,SE,18.11209577,63.85721013
47,02_54,SE,18.11211535,63.85720084
47,02_9,SE,18.11219698,63.85720403
47,02_11,SE,18.11229857,63.85720241
47,02_12,SE,18.1123802,63.85720559
47,02_10,SE,18.1125989,63.85714376
47,02_21,SE,18.11260331,63.85719754
47,02_13,SE,18.11265202,63.85729549
47,02_15,SE,18.11257039,63.85729231
47,02_4,SE,18.11236392,63.85725521
47,02_51,SE,18.11236502,63.85726866
47,02_5,SE,18.11236613,63.8572821
47,02_49,SE,18.11220249,63.85727125
47,02_2,SE,18.11216333,63.85728982
47,02_3,SE,18.11216406,63.85729879
48,Bradgate Brook,UK,52.68338776,-1.22844171
48,River Bure,UK,52.72827148,1.35601151
48,River Coquet,UK,55.3382225,-1.62942111
48,River Eden (Cumbria),UK,54.64853287,-2.6145935
48,River Eden (Kent),UK,51.17290115,0.17382586
48,River Lambourn,UK,51.42071533,-1.3514558
48,River Lathkill,UK,53.177742,-1.67164516
48,Trout Beck,UK,54.69445801,-2.38004064
49,T01,UK,52.194,-1.764
49,T02,UK,56.909,-2.553
49,T03,UK,54.453,-6.078
49,T04,UK,54.695,-2.388
49,T05,UK,50.782,-3.918
49,T06,UK,51.803,-0.373
49,T07,UK,55.49,-2.212
49,T08,UK,51.781,-1.336
49,T09,UK,51.155,-0.863
49,T10,UK,51.127,-1.64
49,T11,UK,53.075,-4.034
49,T12,UK,57.116,-3.83
50,Bassenthwaite Lake,UK,54.653,-3.217
51,Derwent Water,UK,54.578,-3.147
52,LTER_EU_CH_001,CH,47.05,8.7
53,Varrio: LTER_EU_FI_020,FI,67.75491667,29.60996667
