unique_id,reported_taxa,corrected_taxa
9,169.178.033,Crepis macedonica
9,169.178.061,Crepis micrantha
9,169.178.013,Crepis mollis
9,169.178.052,Crepis multicaulis
9,169.178.055,Crepis multiflora
9,169.178.062,Crepis neglecta
9,169.178.058,Crepis nicaeensis
9,169.178.034,Crepis oporinoides
9,169.178.004,Crepis paludosa
9,169.178.023,Crepis pannonica
9,169.178.030,Crepis pantocsekii
9,169.178.043,Crepis praemorsa
9,169.178.047,Crepis pulchra
9,169.178.045,Crepis purpurea
9,169.178.057,Crepis pusilla
9,169.178.005,Crepis pygmaea
9,169.178.017,Crepis pyrenaica
9,169.178.046,Crepis reuterana
9,169.178.008,Crepis rhaetica
9,169.178.050,Crepis rubra
9,169.178.053,Crepis sancta
9,169.178.041,Crepis schachtii
9,169.178.068,Crepis setosa
9,169.178.001,Crepis sibirica
9,169.178.035,Crepis sibthorpiana
9,169.178.012,Crepis smyrnaea
9,169.178.999,Crepis sp.
9,169.178.064,Crepis spathulata
9,169.178.048,Crepis stojanovii
9,169.178.063,Crepis suffreniana
9,169.178.037,Crepis taygetica
9,169.178.044,Crepis tectorum
9,169.178.006,Crepis terglouensis
9,169.178.020,Crepis tingitana
9,169.178.031,Crepis triasii
9,169.178.029,Crepis turcica
9,169.178.067,Crepis tybakiensis
9,169.178.066,Crepis vesicaria
9,169.178.003,Crepis viscidula
9,169.178.056,Crepis zacintha
9,169.139.002,Crupina crupinastrum
9,169.139.999,Crupina sp.
9,169.139.001,Crupina vulgaris
9,169.134.001,Cyanopsis muricata
9,169.126.002,Cynara alba
9,169.126.003,Cynara algarbiensis
9,169.126.005,Cynara cardunculus
9,169.126.004,Cynara cornigera
9,169.126.001,Cynara humilis
9,169.126.006,Cynara scolymus
9,169.126.999,Cynara sp.
9,169.126.007,Cynara tournefortii
9,169.077.001,Daveaua anthemoides
9,169.068.002,Dendranthema arcticum
9,169.068.999,Dendranthema sp.
9,169.068.001,Dendranthema zawadskii
9,169.004.001,Dichrocephala integrifolia
9,169.032.002,Dittrichia graveolens
9,169.032.999,Dittrichia sp.
9,169.032.001,Dittrichia viscosa
9,169.094.002,Doronicum austriacum
9,169.094.005,Doronicum carpetanum
9,169.094.009,Doronicum cataractarum
9,169.094.012,Doronicum clusii
9,169.094.003,Doronicum columnae
9,169.094.001,Doronicum corsicum
9,169.094.011,Doronicum glaciale
9,169.094.010,Doronicum grandiflorum
9,169.094.007,Doronicum hungaricum
9,169.094.004,Doronicum orientale
9,169.094.008,Doronicum pardalianches
9,169.094.006,Doronicum plantagineum
9,169.094.999,Doronicum sp.
9,169.110.009,Echinops bannaticus
9,169.110.008,Echinops exaltatus
9,169.110.006,Echinops fontqueri
9,169.110.005,Echinops graecus
9,169.110.011,Echinops microcephalus
9,169.110.003,Echinops orientalis
9,169.110.012,Echinops oxyodontus
9,169.110.010,Echinops ritro
9,169.110.999,Echinops sp.
9,169.110.007,Echinops sphaerocephalus
9,169.110.002,Echinops spinosissimus
9,169.110.001,Echinops spinosus
9,169.110.004,Echinops strigosus
9,169.043.001,Eclipta prostrata
9,169.095.001,Erechtites hieracifolia
9,169.008.003,Erigeron acer
9,169.008.007,Erigeron alpinus
9,169.008.001,Erigeron annuus
9,169.008.005,Erigeron atticus
9,169.008.011,Erigeron borealis
9,169.008.008,Erigeron epiroticus
9,169.008.016,Erigeron frigidus
9,169.008.006,Erigeron gaudinii
9,169.008.012,Erigeron glabratus
9,169.008.015,Erigeron humilis
9,169.008.002,Erigeron karvinskianus
9,169.008.013,Erigeron major
9,169.008.010,Erigeron nanus
9,169.008.009,Erigeron neglectus
9,169.008.004,Erigeron orientalis
9,169.008.017,Erigeron silenifolius
9,169.008.999,Erigeron sp.
9,169.008.014,Erigeron uniflorus
9,169.001.002,Eupatorium adenophorum
9,169.001.001,Eupatorium cannabinum
9,169.001.999,Eupatorium sp.
9,169.019.001,Evacidium discolor
9,169.016.003,Evax asterisciflora
9,169.016.004,Evax carpetana
9,169.016.002,Evax contracta
9,169.016.005,Evax lusitanica
9,169.016.008,Evax nevadensis
9,169.016.007,Evax perpusilla
9,169.016.001,Evax pygmaea
9,169.016.006,Evax rotundata
9,169.016.999,Evax sp.
9,169.022.001,Filaginella uliginosa
9,169.013.003,Filago aegaea
9,169.013.010,Filago congesta
9,169.013.004,Filago cretensis
9,169.013.008,Filago desertorum
9,169.013.011,Filago duriaei
9,169.013.002,Filago eriocephala
9,169.013.015,Filago eriosphaera
9,169.013.014,Filago filaginoides
9,169.013.006,Filago fuscescens
9,169.013.016,Filago hispanica
9,169.013.005,Filago lutescens
9,169.013.013,Filago mareotica
9,169.013.012,Filago micropodioides
9,169.013.007,Filago pyramidata
9,169.013.009,Filago ramosissima
9,169.013.999,Filago sp.
9,169.013.001,Filago vulgaris
9,169.054.001,Gaillardia aristata
9,169.123.002,Galactites duriaei
9,169.123.999,Galactites sp.
9,169.123.001,Galactites tomentosa
9,169.052.002,Galinsoga ciliata
9,169.052.001,Galinsoga parviflora
9,169.052.999,Galinsoga sp.
9,169.021.002,Gamochaeta purpurea
9,169.021.999,Gamochaeta sp.
9,169.021.001,Gamochaeta subfalcata
9,169.104.001,Gazania rigens
9,169.078.001,Glossopappus macrotus
9,169.023.001,Gnaphalium luteo-album
9,169.023.999,Gnaphalium sp.
9,169.023.002,Gnaphalium undulatum
9,169.002.001,Grindelia squarrosa
9,169.040.001,Guizotia abyssinica
9,169.087.001,Gymnostyles stolonifera
9,169.154.002,Hedypnois arenaria
9,169.154.001,Hedypnois cretica
9,169.154.999,Hedypnois sp.
9,169.045.001,Helianthus annuus
9,169.045.999,Helianthus sp.
9,169.045.002,Helianthus tuberosus
9,169.045.003,Helianthus x laetiflorus
9,169.024.008,Helichrysum ambiguum
9,169.024.001,Helichrysum amorginum
9,169.024.013,Helichrysum arenarium
9,169.024.016,Helichrysum bracteatum
9,169.024.003,Helichrysum doerfleri
9,169.024.015,Helichrysum foetidum
9,169.024.004,Helichrysum frigidum
9,169.024.014,Helichrysum graveolens
9,169.024.007,Helichrysum heldreichii
9,169.024.010,Helichrysum italicum
9,169.024.011,Helichrysum orientale
9,169.024.012,Helichrysum plicatum
9,169.024.006,Helichrysum rupestre
9,169.024.009,Helichrysum saxatile
9,169.024.002,Helichrysum sibthorpii
9,169.024.999,Helichrysum sp.
9,169.024.005,Helichrysum stoechas
9,169.051.001,Heliopsis helianthoides
9,169.176.001,Heteracia szovitsii
9,169.067.001,Heteranthemis viscidehirta
9,169.181.027,Hieracium alpicola
9,169.181.178,Hieracium amplexicaule
9,169.181.077,Hieracium argillaceum
9,169.181.009,Hieracium argyrocomum
9,169.181.048,Hieracium aurantiacum
9,169.181.067,Hieracium bifidum
9,169.181.253,Hieracium bracteolatum
9,169.181.026,Hieracium breviscapum
9,169.181.074,Hieracium caesium
9,169.181.038,Hieracium caespitosum
9,169.181.001,Hieracium castellanum
9,169.181.179,Hieracium chamaepicris
9,169.181.030,Hieracium cymosum
9,169.181.079,Hieracium diaphanum
9,169.181.057,Hieracium echioides
9,169.181.235,Hieracium epimedium
9,169.181.259,Hieracium eriophorum
9,169.181.014,Hieracium flagellare
9,169.181.202,Hieracium franconicum
9,169.181.023,Hieracium glaciale
9,169.181.066,Hieracium glaucinum
9,169.181.002,Hieracium hoppeanum
9,169.181.075,Hieracium hypastrum
9,169.181.193,Hieracium intybaceum
9,169.181.227,Hieracium juranum
9,169.181.195,Hieracium khekianum
9,169.181.016,Hieracium lactucella
9,169.181.258,Hieracium laevigatum
9,169.181.108,Hieracium longifolium
9,169.181.245,Hieracium lucidum
9,169.181.073,Hieracium maculatum
9,169.181.150,Hieracium mirificissimum
9,169.181.065,Hieracium murorum
9,169.181.249,Hieracium nobile
9,169.181.086,Hieracium onosmoides
9,169.181.185,Hieracium pedemontanum
9,169.181.007,Hieracium peleteranum
9,169.181.127,Hieracium pictum
9,169.181.010,Hieracium pilosella
9,169.181.028,Hieracium piloselloides
9,169.181.223,Hieracium pinicola
9,169.181.196,Hieracium porrifolium
9,169.181.029,Hieracium praealtum
9,169.181.226,Hieracium prenanthoides
9,169.181.013,Hieracium pseudopilosella
9,169.181.246,Hieracium racemosum
9,169.181.224,Hieracium rapunculoides
9,169.181.078,Hieracium rotundatum
9,169.181.134,Hieracium rupestre
9,169.181.254,Hieracium sabaudum
9,169.181.080,Hieracium schmidtii
9,169.181.088,Hieracium scoticum
9,169.181.999,Hieracium sp.
9,169.181.212,Hieracium sparsum
9,169.181.025,Hieracium sphaerocephalum
9,169.181.068,Hieracium subcaesiiforme
9,169.181.257,Hieracium umbellatum
9,169.181.221,Hieracium umbrosum
9,169.181.022,Hieracium vahlii
9,169.181.064,Hieracium verruculatum
9,169.181.241,Hieracium virosum
9,169.181.071,Hieracium vulgatum
9,169.181.039,Hieracium x ambiguum
9,169.181.033,Hieracium x anchusoides
9,169.181.046,Hieracium x arvicola
9,169.181.017,Hieracium x auriculiforme
9,169.181.062,Hieracium x auriculoides
9,169.181.052,Hieracium x biflorum
9,169.181.059,Hieracium x bifurcum
9,169.181.012,Hieracium x brachiatum
9,169.181.056,Hieracium x calomastix
9,169.181.037,Hieracium x densiflorum
9,169.181.040,Hieracium x dubium
9,169.181.044,Hieracium x duplex
9,169.181.063,Hieracium x echiogenes
9,169.181.061,Hieracium x euchaetium
9,169.181.035,Hieracium x fallacinum
9,169.181.031,Hieracium x fallax
9,169.181.015,Hieracium x flagellariforme
9,169.181.011,Hieracium x florentoides
9,169.181.042,Hieracium x floribundum
9,169.181.049,Hieracium x fuscatrum
9,169.181.053,Hieracium x fuscum
9,169.181.050,Hieracium x guthnickanum
9,169.181.060,Hieracium x heterodoxum
9,169.181.004,Hieracium x hypeuryum
9,169.181.021,Hieracium x koernickeaum
9,169.181.008,Hieracium x longisquamum
9,169.181.041,Hieracium x macranthelum
9,169.181.058,Hieracium x macrotrichum
9,169.181.045,Hieracium x melinomelas
9,169.181.024,Hieracium x niphostribes
9,169.181.019,Hieracium x paragogum
9,169.181.054,Hieracium x peteranum
9,169.181.043,Hieracium x piloselliflorum
9,169.181.051,Hieracium x plaicense
9,169.181.047,Hieracium x polymastix
9,169.181.005,Hieracium x ruprechtii
9,169.181.018,Hieracium x schultesii
9,169.181.032,Hieracium x sciadophorum
9,169.181.034,Hieracium x spurium
9,169.181.055,Hieracium x stoloniflorum
9,169.181.020,Hieracium x sulphureum
9,169.181.006,Hieracium x tephrocephalum
9,169.181.003,Hieracium x viridifolium
9,169.181.036,Hieracium x zizianum
9,169.179.001,Hispidella hispanica
9,169.091.001,Homogyne alpina
9,169.091.002,Homogyne discolor
9,169.091.999,Homogyne sp.
9,169.091.003,Homogyne sylvestris
9,169.149.002,Hymenonema graecum
9,169.149.001,Hymenonema laconicum
9,169.149.999,Hymenonema sp.
9,169.079.001,Hymenostemma pseudanthemis
9,169.153.002,Hyoseris radiata
9,169.153.001,Hyoseris scabra
9,169.153.999,Hyoseris sp.
9,169.153.003,Hyoseris taurina
9,169.158.003,Hypochoeris achyrophorus
9,169.158.004,Hypochoeris cretensis
9,169.158.008,Hypochoeris glabra
9,169.158.002,Hypochoeris laevigata
9,169.158.005,Hypochoeris maculata
9,169.158.009,Hypochoeris radicata
9,169.158.001,Hypochoeris robertia
9,169.158.999,Hypochoeris sp.
9,169.158.007,Hypochoeris tenuiflora
9,169.158.006,Hypochoeris uniflora
9,169.014.001,Ifloga spicata
9,169.031.018,Inula bifrons
9,169.031.008,Inula britannica
9,169.031.013,Inula candida
9,169.031.009,Inula caspica
9,169.031.016,Inula conyza
9,169.031.019,Inula crithmoides
9,169.031.007,Inula ensifolia
9,169.031.003,Inula germanica
9,169.031.011,Inula helenioides
9,169.031.001,Inula helenium
9,169.031.002,Inula helvetica
9,169.031.006,Inula hirta
9,169.031.012,Inula montana
9,169.031.010,Inula oculus-christi
9,169.031.004,Inula salicina
9,169.031.999,Inula sp.
9,169.031.005,Inula spiraeifolia
9,169.031.015,Inula subfloccosa
9,169.031.017,Inula thapsoides
9,169.031.014,Inula verbascifolia
9,169.048.001,Iva xanthifolia
9,169.035.001,Jasonia glutinosa
9,169.035.999,Jasonia sp.
9,169.035.002,Jasonia tuberosa
9,169.116.006,Jurinea albicaulis
9,169.116.013,Jurinea consanguinea
9,169.116.008,Jurinea cyanoides
9,169.116.009,Jurinea ewersmanii
9,169.116.017,Jurinea fontqueri
9,169.116.014,Jurinea glycacantha
9,169.116.015,Jurinea humilis
9,169.116.007,Jurinea kirghisorum
9,169.116.012,Jurinea ledebourii
9,169.116.001,Jurinea linearifolia
9,169.116.010,Jurinea mollis
9,169.116.004,Jurinea pinnata
9,169.116.011,Jurinea polyclonos
9,169.116.999,Jurinea sp.
9,169.116.002,Jurinea stoechadifolia
9,169.116.005,Jurinea tanaitica
9,169.116.016,Jurinea taygetea
9,169.116.003,Jurinea tzar-ferdinandii
9,169.012.001,Karelinia caspia
9,169.098.001,Kleinia mandraliscae
9,169.098.002,Kleinia repens
9,169.098.999,Kleinia sp.
9,169.152.001,Koelpinia linearis
9,169.169.002,Lactuca acanthifolia
9,169.169.012,Lactuca altaica
9,169.169.008,Lactuca aurea
9,169.169.017,Lactuca graeca
9,169.169.018,Lactuca intricata
9,169.169.014,Lactuca livida
9,169.169.003,Lactuca longidentata
9,169.169.015,Lactuca perennis
9,169.169.006,Lactuca quercina
9,169.169.011,Lactuca saligna
9,169.169.010,Lactuca sativa
9,169.169.009,Lactuca serriola
9,169.169.005,Lactuca sibirica
9,169.169.999,Lactuca sp.
9,169.169.004,Lactuca tatarica
9,169.169.016,Lactuca tenerrima
9,169.169.001,Lactuca viminea
9,169.169.013,Lactuca virosa
9,169.169.007,Lactuca watsoniana
9,169.122.001,Lamyropsis cynaroides
9,169.122.002,Lamyropsis microcephala
9,169.122.999,Lamyropsis sp.
9,169.177.001,Lapsana communis
9,169.025.001,Lasiopogon muscoides
9,169.164.006,Launaea arborescens
9,169.164.004,Launaea cervicornis
9,169.164.005,Launaea lanifera
9,169.164.002,Launaea nudicaulis
9,169.164.003,Launaea pumila
9,169.164.001,Launaea resedifolia
9,169.164.999,Launaea sp.
9,169.159.004,Leontodon autumnalis
9,169.159.022,Leontodon berinii
9,169.159.017,Leontodon boryi
9,169.159.006,Leontodon carpetanus
9,169.159.009,Leontodon cichoraceus
9,169.159.019,Leontodon crispus
9,169.159.002,Leontodon croceus
9,169.159.007,Leontodon duboisii
9,169.159.026,Leontodon filii
9,169.159.020,Leontodon hellenicus
9,169.159.018,Leontodon hirtus
9,169.159.012,Leontodon hispidulus
9,169.159.015,Leontodon hispidus
9,169.159.021,Leontodon incanus
9,169.159.005,Leontodon keretinus
9,169.159.024,Leontodon maroccanus
9,169.159.008,Leontodon microcephalus
9,169.159.003,Leontodon montanus
9,169.159.010,Leontodon muelleri
9,169.159.001,Leontodon pyrenaicus
9,169.159.013,Leontodon repens
9,169.159.027,Leontodon rigens
9,169.159.011,Leontodon salzmannii
9,169.159.014,Leontodon schischkinii
9,169.159.016,Leontodon siculus
9,169.159.999,Leontodon sp.
9,169.159.025,Leontodon taraxacoides
9,169.159.023,Leontodon tuberosus
9,169.027.001,Leontopodium alpinum
9,169.076.001,Lepidophorum repandum
9,169.070.001,Leucanthemella serotina
9,169.074.001,Leucanthemopsis alpina
9,169.074.003,Leucanthemopsis flaveola
9,169.074.002,Leucanthemopsis pallida
9,169.074.005,Leucanthemopsis pulverulenta
9,169.074.004,Leucanthemopsis radicans
9,169.074.999,Leucanthemopsis sp.
9,169.081.011,Leucanthemum arundanum
9,169.081.006,Leucanthemum atratum
9,169.081.004,Leucanthemum burnatii
9,169.081.007,Leucanthemum chloroticum
9,169.081.008,Leucanthemum corsicum
9,169.081.010,Leucanthemum discoideum
9,169.081.003,Leucanthemum gracilicaule
9,169.081.002,Leucanthemum graminifolium
9,169.081.005,Leucanthemum monspeliense
9,169.081.012,Leucanthemum paludosum
9,169.081.999,Leucanthemum sp.
9,169.081.001,Leucanthemum vulgare
9,169.081.009,Leucanthemum waldsteinii
9,169.131.003,Leuzea altaica
9,169.131.001,Leuzea centauroides
9,169.131.004,Leuzea conifera
9,169.131.006,Leuzea longifolia
9,169.131.002,Leuzea rhapontica
9,169.131.005,Leuzea rhaponticoides
9,169.131.999,Leuzea sp.
9,169.030.001,Leysera leyseroides
9,169.097.003,Ligularia dentata
9,169.097.002,Ligularia glauca
9,169.097.001,Ligularia sibirica
9,169.097.999,Ligularia sp.
9,169.015.002,Logfia arvensis
9,169.015.004,Logfia clementei
9,169.015.005,Logfia gallica
9,169.015.001,Logfia heterantha
9,169.015.003,Logfia minima
9,169.015.006,Logfia neglecta
9,169.015.999,Logfia sp.
9,169.064.001,Lonas annua
9,169.135.001,Mantisalca salmantica
9,169.060.003,Matricaria caucasica
9,169.060.002,Matricaria conoclinia
9,169.060.004,Matricaria maritima
9,169.060.008,Matricaria parviflora
9,169.060.005,Matricaria perforata
9,169.060.006,Matricaria rosella
9,169.060.999,Matricaria sp.
9,169.060.007,Matricaria tempskyana
9,169.060.001,Matricaria trichophylla
9,169.018.001,Micropus supinus
9,169.172.001,Mycelis muralis
9,169.085.001,Nananthea perpusilla
9,169.010.001,Nolletia chrysocomoides
9,169.120.001,Notobasis syriaca
9,169.020.003,Omalotheca hoppeana
9,169.020.002,Omalotheca norvegica
9,169.020.005,Omalotheca pichleri
9,169.020.004,Omalotheca roeseri
9,169.020.999,Omalotheca sp.
9,169.020.006,Omalotheca supina
9,169.020.001,Omalotheca sylvatica
9,169.125.002,Onopordum acanthium
9,169.125.001,Onopordum acaulon
9,169.125.007,Onopordum argolicum
9,169.125.011,Onopordum bracteatum
9,169.125.008,Onopordum caulescens
9,169.125.005,Onopordum corymbosum
9,169.125.012,Onopordum illyricum
9,169.125.003,Onopordum laconicum
9,169.125.010,Onopordum macracanthum
9,169.125.013,Onopordum majorii
9,169.125.009,Onopordum messeniacum
9,169.125.004,Onopordum nervosum
9,169.125.999,Onopordum sp.
9,169.125.006,Onopordum tauricum
9,169.065.001,Otanthus maritimus
9,169.073.001,Otospermum glabrum
9,169.128.001,Palaeocyanus crassifolius
9,169.038.001,Pallenis spinosa
9,169.090.001,Petasites albus
9,169.090.010,Petasites doerfleri
9,169.090.008,Petasites fragrans
9,169.090.007,Petasites frigidus
9,169.090.002,Petasites hybridus
9,169.090.009,Petasites japonicius
9,169.090.004,Petasites kablikianus
9,169.090.003,Petasites paradoxus
9,169.090.005,Petasites radiatus
9,169.090.011,Petasites sibiricus
9,169.090.999,Petasites sp.
9,169.090.006,Petasites spurius
9,169.029.004,Phagnalon graecum
9,169.029.003,Phagnalon metlesicsii
9,169.029.006,Phagnalon pumilum
9,169.029.002,Phagnalon rupestre
9,169.029.005,Phagnalon saxatile
9,169.029.001,Phagnalon sordidum
9,169.029.999,Phagnalon sp.
9,169.137.001,Phalacrachena inuloides
9,169.072.002,Phalacrocarpum hoffmannseggii
9,169.072.001,Phalacrocarpum oppositifolium
9,169.072.999,Phalacrocarpum sp.
9,169.119.001,Picnomon acarna
9,169.160.001,Picris aculeata
9,169.160.004,Picris algarbiensis
9,169.160.003,Picris comosa
9,169.160.002,Picris echioides
9,169.160.009,Picris hieracioides
9,169.160.006,Picris hispanica
9,169.160.007,Picris hispidissima
9,169.160.010,Picris pauciflora
9,169.160.008,Picris scaberrima
9,169.160.999,Picris sp.
9,169.160.005,Picris spinifera
9,169.160.011,Picris sprengerana
9,169.160.012,Picris willkommii
9,169.082.001,Plagius flosculosus
9,169.171.001,Prenanthes purpurea
9,169.075.001,Prolongoa pectinata
9,169.121.003,Ptilostemon afer
9,169.121.008,Ptilostemon casabonae
9,169.121.004,Ptilostemon chamaepeuce
9,169.121.006,Ptilostemon echinocephalus
9,169.121.005,Ptilostemon gnaphaloides
9,169.121.007,Ptilostemon hispanicus
9,169.121.002,Ptilostemon niveus
9,169.121.999,Ptilostemon sp.
9,169.121.009,Ptilostemon stellatus
9,169.121.001,Ptilostemon strictus
9,169.033.002,Pulicaria dysenterica
9,169.033.001,Pulicaria odora
9,169.033.004,Pulicaria paludosa
9,169.033.005,Pulicaria sicula
9,169.033.999,Pulicaria sp.
9,169.033.003,Pulicaria vulgaris
9,169.163.002,Reichardia gaditana
9,169.163.004,Reichardia intermedia
9,169.163.003,Reichardia picroides
9,169.163.999,Reichardia sp.
9,169.163.001,Reichardia tingitana
9,169.155.001,Rhagadiolus stellatus
9,169.148.001,Rothmaleria granatensis
9,169.044.001,Rudbeckia hirta
9,169.044.002,Rudbeckia laciniata
9,169.044.999,Rudbeckia sp.
9,169.056.005,Santolina chamaecyparissus
9,169.056.002,Santolina elegans
9,169.056.001,Santolina oblongifolia
9,169.056.004,Santolina rosmarinifolia
9,169.056.999,Santolina sp.
9,169.056.003,Santolina viscosa
9,169.114.007,Saussurea alpina
9,169.114.001,Saussurea amara
9,169.114.009,Saussurea controversa
9,169.114.008,Saussurea discolor
9,169.114.005,Saussurea parviflora
9,169.114.006,Saussurea porcii
9,169.114.004,Saussurea pygmaea
9,169.114.002,Saussurea salsa
9,169.114.999,Saussurea sp.
9,169.114.003,Saussurea turgaiensis
9,169.053.001,Schkuhria pinnata
9,169.145.003,Scolymus grandiflorus
9,169.145.002,Scolymus hispanicus
9,169.145.001,Scolymus maculatus
9,169.145.999,Scolymus sp.
9,169.161.026,Scorzonera albicans
9,169.161.014,Scorzonera aristata
9,169.161.008,Scorzonera austriaca
9,169.161.011,Scorzonera baetica
9,169.161.017,Scorzonera brevicaulis
9,169.161.001,Scorzonera cana
9,169.161.025,Scorzonera cretica
9,169.161.016,Scorzonera crispatula
9,169.161.013,Scorzonera crocifolia
9,169.161.024,Scorzonera doria
9,169.161.022,Scorzonera ensifolia
9,169.161.019,Scorzonera fistulosa
9,169.161.007,Scorzonera graminifolia
9,169.161.023,Scorzonera hirsuta
9,169.161.015,Scorzonera hispanica
9,169.161.009,Scorzonera humilis
9,169.161.004,Scorzonera idaea
9,169.161.002,Scorzonera laciniata
9,169.161.027,Scorzonera lanata
9,169.161.003,Scorzonera mollis
9,169.161.010,Scorzonera parviflora
9,169.161.006,Scorzonera purpurea
9,169.161.020,Scorzonera pusilla
9,169.161.018,Scorzonera scyria
9,169.161.999,Scorzonera sp.
9,169.161.012,Scorzonera transtagana
9,169.161.029,Scorzonera troodea
9,169.161.028,Scorzonera tuberosa
9,169.161.005,Scorzonera undulata
9,169.161.021,Scorzonera villosa
9,169.096.053,Senecio abrotanifolius
9,169.096.054,Senecio adonidifolius
9,169.096.051,Senecio aethnensis
9,169.096.003,Senecio ambiguus
9,169.096.045,Senecio aquaticus
9,169.096.024,Senecio auricula
9,169.096.034,Senecio balbisianus
9,169.096.073,Senecio bayonnensis
9,169.096.004,Senecio bicolor
9,169.096.010,Senecio boissieri
9,169.096.018,Senecio cacaliaster
9,169.096.050,Senecio cambrensis
9,169.096.047,Senecio carpetanus
9,169.096.040,Senecio congestus
9,169.096.041,Senecio cordatus
9,169.096.070,Senecio dacicus
9,169.096.056,Senecio delphinifolius
9,169.096.019,Senecio doria
9,169.096.026,Senecio doronicum
9,169.096.066,Senecio elegans
9,169.096.035,Senecio elodes
9,169.096.029,Senecio eriopus
9,169.096.046,Senecio erucifolius
9,169.096.022,Senecio eubaeus
9,169.096.067,Senecio flavus
9,169.096.016,Senecio fluviatilis
9,169.096.058,Senecio gallicus
9,169.096.069,Senecio germanicus
9,169.096.002,Senecio gnaphalodes
9,169.096.009,Senecio halleri
9,169.096.036,Senecio helenitis
9,169.096.068,Senecio hercynicus
9,169.096.012,Senecio inaequidens
9,169.096.006,Senecio incanus
9,169.096.033,Senecio integrifolius
9,169.096.044,Senecio jacobaea
9,169.096.028,Senecio lagascanus
9,169.096.059,Senecio leucanthemifolius
9,169.096.008,Senecio leucophyllus
9,169.096.011,Senecio linifolius
9,169.096.063,Senecio lividus
9,169.096.020,Senecio lopezii
9,169.096.023,Senecio macedonicus
9,169.096.031,Senecio malvifolius
9,169.096.001,Senecio mikanioides
9,169.096.057,Senecio minutus
9,169.096.052,Senecio nebrodensis
9,169.096.017,Senecio nemorensis
9,169.096.013,Senecio nevadensis
9,169.096.015,Senecio othonnae
9,169.096.071,Senecio ovatus
9,169.096.038,Senecio ovirensis
9,169.096.021,Senecio paludosus
9,169.096.043,Senecio pancicii
9,169.096.039,Senecio papposus
9,169.096.007,Senecio persoonii
9,169.096.032,Senecio petasitis
9,169.096.061,Senecio petraeus
9,169.096.025,Senecio pyrenaicus
9,169.096.014,Senecio quinqueradiatus
9,169.096.055,Senecio resedifolius
9,169.096.037,Senecio rivularis
9,169.096.027,Senecio scopolii
9,169.096.049,Senecio siculus
9,169.096.030,Senecio smithii
9,169.096.999,Senecio sp.
9,169.096.048,Senecio squalidus
9,169.096.072,Senecio stabianus
9,169.096.042,Senecio subalpinus
9,169.096.062,Senecio sylvaticus
9,169.096.005,Senecio thapsoides
9,169.096.060,Senecio vernalis
9,169.096.064,Senecio viscosus
9,169.096.065,Senecio vulgaris
9,169.130.004,Serratula abulensis
9,169.130.006,Serratula alcalae
9,169.130.005,Serratula baetica
9,169.130.013,Serratula bulgarica
9,169.130.016,Serratula cardunculus
9,169.130.011,Serratula cichoracea
9,169.130.017,Serratula erucifolia
9,169.130.009,Serratula flavescens
9,169.130.015,Serratula gmelinii
9,169.130.010,Serratula leucantha
9,169.130.012,Serratula lycopifolia
9,169.130.008,Serratula nudicaulis
9,169.130.007,Serratula pauana
9,169.130.003,Serratula pinnatifida
9,169.130.014,Serratula radiata
9,169.130.999,Serratula sp.
9,169.130.001,Serratula tinctoria
9,169.130.002,Serratula wolffii
9,169.042.002,Sigesbeckia jorullensis
9,169.042.001,Sigesbeckia orientalis
9,169.042.999,Sigesbeckia sp.
9,169.047.001,Silphium perfoliatum
9,169.127.002,Silybum eburneum
9,169.127.001,Silybum marianum
9,169.127.999,Silybum sp.
9,169.003.003,Solidago canadensis
9,169.003.004,Solidago gigantea
9,169.003.005,Solidago graminifolia
9,169.003.002,Solidago sempervirens
9,169.003.999,Solidago sp.
9,169.003.001,Solidago virgaurea
9,169.086.001,Soliva pterosperma
9,169.166.007,Sonchus arvensis
9,169.166.001,Sonchus asper
9,169.166.006,Sonchus crassifolius
9,169.166.004,Sonchus maritimus
9,169.166.003,Sonchus oleraceus
9,169.166.005,Sonchus palustris
9,169.166.008,Sonchus pustulatus
9,169.166.999,Sonchus sp.
9,169.166.002,Sonchus tenerrimus
9,169.115.003,Staehelina arborea
9,169.115.004,Staehelina baetica
9,169.115.005,Staehelina dubia
9,169.115.001,Staehelina fruticosa
9,169.115.999,Staehelina sp.
9,169.115.002,Staehelina uniflosculosa
9,169.168.001,Steptorhamphus tuberosus
9,169.055.001,Tagetes minuta
9,169.069.004,Tanacetum achilleifolium
9,169.069.003,Tanacetum annuum
9,169.069.007,Tanacetum bipinnatum
9,169.069.014,Tanacetum cinerariifolium
9,169.069.009,Tanacetum corymbosum
9,169.069.013,Tanacetum macrophyllum
9,169.069.002,Tanacetum microphyllum
9,169.069.006,Tanacetum millefolium
9,169.069.010,Tanacetum mucronulatum
9,169.069.005,Tanacetum paczoskii
9,169.069.012,Tanacetum parthenifolium
9,169.069.011,Tanacetum parthenium
9,169.069.008,Tanacetum santolina
9,169.069.999,Tanacetum sp.
9,169.069.001,Tanacetum vulgare
9,169.173.002,Taraxacum bessarabicum
9,169.173.022,Taraxacum dissectum
9,169.173.001,Taraxacum glaciale
9,169.173.030,Taraxacum officinale
9,169.173.007,Taraxacum schroeteranum
9,169.173.999,Taraxacum sp.
9,169.037.999,Telekia sp.
9,169.037.001,Telekia speciosa
9,169.037.002,Telekia speciosissima
9,169.150.002,Tolpis altissima
