LCODE,SITECODE,,SDATE,SECTION,FIELDNAME,VALUE,BROODED,,,,,,,
1,T10,,20-Jul-09,9,8,2,,,2009,7,20,,49,Abundance
1,T10,,20-Jul-09,10,8,1,,,2009,7,20,,49,Abundance
1,T05,,22-Jul-09,4,8,2,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,6,8,11,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,7,8,17,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,8,8,2,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,9,8,12,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,10,8,7,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,11,8,11,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,12,8,3,,,2009,7,22,,49,Abundance
1,T05,,22-Jul-09,13,8,1,,,2009,7,22,,49,Abundance
1,T08,,23-Jul-09,4,8,1,,,2009,7,23,,49,Abundance
1,T08,,23-Jul-09,5,8,1,,,2009,7,23,,49,Abundance
1,T08,,23-Jul-09,6,8,7,,,2009,7,23,,49,Abundance
1,T08,,23-Jul-09,7,8,3,,,2009,7,23,,49,Abundance
1,T08,,23-Jul-09,8,8,3,,,2009,7,23,,49,Abundance
1,T01,,23-Jul-09,8,8,5,,,2009,7,23,,49,Abundance
1,T01,,23-Jul-09,9,8,2,,,2009,7,23,,49,Abundance
1,T01,,23-Jul-09,4,8,2,,,2009,7,23,,49,Abundance
2,T04,,25-Jul-09,1,8,7,,,2009,7,25,,49,Abundance
1,T02,,27-Jul-09,6,8,3,,,2009,7,27,,49,Abundance
1,T02,,27-Jul-09,7,8,2,,,2009,7,27,,49,Abundance
1,T02,,27-Jul-09,8,8,2,,,2009,7,27,,49,Abundance
1,T02,,27-Jul-09,10,8,2,,,2009,7,27,,49,Abundance
1,T02,,27-Jul-09,3,8,2,,,2009,7,27,,49,Abundance
1,T10,,28-Jul-09,9,8,1,,,2009,7,28,,49,Abundance
1,T02,,29-Jul-09,4,8,1,,,2009,7,29,,49,Abundance
1,T02,,29-Jul-09,6,8,1,,,2009,7,29,,49,Abundance
1,T02,,29-Jul-09,7,8,2,,,2009,7,29,,49,Abundance
2,T04,,30-Jul-09,1,8,7,,,2009,7,30,,49,Abundance
1,T09,,31-Jul-09,3,8,2,,,2009,7,31,,49,Abundance
1,T01,,31-Jul-09,8,8,2,,,2009,7,31,,49,Abundance
1,T01,,31-Jul-09,9,8,2,,,2009,7,31,,49,Abundance
1,T05,,05-Aug-09,11,8,1,,,2009,8,5,,49,Abundance
1,T05,,05-Aug-09,3,8,1,,,2009,8,5,,49,Abundance
1,T05,,05-Aug-09,6,8,1,,,2009,8,5,,49,Abundance
1,T05,,05-Aug-09,7,8,2,,,2009,8,5,,49,Abundance
1,T05,,05-Aug-09,8,8,1,,,2009,8,5,,49,Abundance
1,T02,,05-Aug-09,6,8,2,,,2009,8,5,,49,Abundance
1,T02,,05-Aug-09,7,8,1,,,2009,8,5,,49,Abundance
2,T04,,08-Aug-09,1,8,1,,,2009,8,8,,49,Abundance
1,T05,,13-Aug-09,6,8,2,,,2009,8,13,,49,Abundance
1,T08,,13-Aug-09,6,8,1,,,2009,8,13,,49,Abundance
1,T05,,13-Aug-09,7,8,3,,,2009,8,13,,49,Abundance
1,T05,,13-Aug-09,8,8,1,,,2009,8,13,,49,Abundance
1,T05,,21-Jun-10,7,8,1,,,2010,6,21,,49,Abundance
1,T05,,21-Jun-10,9,8,1,,,2010,6,21,,49,Abundance
1,T09,,27-Jun-10,1,8,5,,,2010,6,27,,49,Abundance
1,T09,,27-Jun-10,2,8,4,,,2010,6,27,,49,Abundance
1,T09,,27-Jun-10,3,8,2,,,2010,6,27,,49,Abundance
1,T01,,01-Jul-10,9,8,3,,,2010,7,1,,49,Abundance
1,T01,,01-Jul-10,5,8,2,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,10,8,2,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,11,8,1,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,4,8,2,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,5,8,12,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,6,8,18,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,7,8,1,,,2010,7,1,,49,Abundance
1,T08,,01-Jul-10,8,8,5,,,2010,7,1,,49,Abundance
1,T05,,02-Jul-10,6,8,9,,,2010,7,2,,49,Abundance
1,T05,,02-Jul-10,7,8,8,,,2010,7,2,,49,Abundance
1,T05,,02-Jul-10,8,8,3,,,2010,7,2,,49,Abundance
1,T05,,02-Jul-10,9,8,11,,,2010,7,2,,49,Abundance
1,T05,,02-Jul-10,10,8,3,,,2010,7,2,,49,Abundance
1,T05,,02-Jul-10,11,8,3,,,2010,7,2,,49,Abundance
1,T03,,07-Jul-10,7,8,4,,,2010,7,7,,49,Abundance
2,T04,,07-Jul-10,1,8,17,,,2010,7,7,,49,Abundance
1,T05,,08-Jul-10,13,8,1,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,14,8,1,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,2,8,2,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,3,8,1,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,4,8,1,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,5,8,5,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,6,8,3,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,7,8,7,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,8,8,4,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,9,8,9,,,2010,7,8,,49,Abundance
1,T01,,08-Jul-10,10,8,1,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,2,8,1,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,3,8,1,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,4,8,2,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,5,8,1,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,6,8,34,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,7,8,28,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,8,8,3,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,9,8,32,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,10,8,5,,,2010,7,8,,49,Abundance
1,T05,,08-Jul-10,11,8,8,,,2010,7,8,,49,Abundance
1,T08,,09-Jul-10,8,8,9,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,9,8,1,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,11,8,5,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,13,8,1,,,2010,7,9,,49,Abundance
1,T10,,09-Jul-10,9,8,2,,,2010,7,9,,49,Abundance
1,T10,,09-Jul-10,10,8,1,,,2010,7,9,,49,Abundance
1,T10,,09-Jul-10,11,8,2,,,2010,7,9,,49,Abundance
1,T10,,09-Jul-10,15,8,1,,,2010,7,9,,49,Abundance
1,T06,,09-Jul-10,1,8,1,,,2010,7,9,,49,Abundance
1,T06,,09-Jul-10,2,8,2,,,2010,7,9,,49,Abundance
1,T06,,09-Jul-10,3,8,4,,,2010,7,9,,49,Abundance
1,T06,,09-Jul-10,4,8,3,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,2,8,1,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,3,8,3,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,4,8,2,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,5,8,25,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,6,8,36,,,2010,7,9,,49,Abundance
1,T08,,09-Jul-10,7,8,8,,,2010,7,9,,49,Abundance
2,T04,,10-Jul-10,1,8,35,,,2010,7,10,,49,Abundance
2,T04,,10-Jul-10,3,8,1,,,2010,7,10,,49,Abundance
1,T01,,16-Jul-10,2,8,1,,,2010,7,16,,49,Abundance
1,T01,,16-Jul-10,5,8,2,,,2010,7,16,,49,Abundance
1,T01,,16-Jul-10,8,8,1,,,2010,7,16,,49,Abundance
1,T01,,16-Jul-10,9,8,1,,,2010,7,16,,49,Abundance
1,T09,,18-Jul-10,3,8,43,,,2010,7,18,,49,Abundance
1,T09,,18-Jul-10,4,8,26,,,2010,7,18,,49,Abundance
1,T09,,18-Jul-10,1,8,32,,,2010,7,18,,49,Abundance
1,T09,,18-Jul-10,2,8,32,,,2010,7,18,,49,Abundance
1,T05,,19-Jul-10,3,8,1,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,8,8,9,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,9,8,19,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,10,8,5,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,11,8,5,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,13,8,5,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,15,8,1,,,2010,7,19,,49,Abundance
1,T10,,19-Jul-10,10,8,2,,,2010,7,19,,49,Abundance
1,T10,,19-Jul-10,15,8,1,,,2010,7,19,,49,Abundance
1,T01,,19-Jul-10,2,8,2,,,2010,7,19,,49,Abundance
1,T01,,19-Jul-10,4,8,1,,,2010,7,19,,49,Abundance
1,T01,,19-Jul-10,5,8,2,,,2010,7,19,,49,Abundance
1,T01,,19-Jul-10,6,8,1,,,2010,7,19,,49,Abundance
1,T01,,19-Jul-10,8,8,1,,,2010,7,19,,49,Abundance
1,T01,,19-Jul-10,9,8,1,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,4,8,1,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,6,8,23,,,2010,7,19,,49,Abundance
1,T05,,19-Jul-10,7,8,30,,,2010,7,19,,49,Abundance
1,T02,,20-Jul-10,3,8,1,,,2010,7,20,,49,Abundance
1,T02,,20-Jul-10,4,8,1,,,2010,7,20,,49,Abundance
1,T02,,20-Jul-10,5,8,8,,,2010,7,20,,49,Abundance
1,T02,,20-Jul-10,7,8,1,,,2010,7,20,,49,Abundance
2,T02,,20-Jul-10,3,8,1,,,2010,7,20,,49,Abundance
2,T04,,20-Jul-10,1,8,33,,,2010,7,20,,49,Abundance
1,T08,,20-Jul-10,3,8,1,,,2010,7,20,,49,Abundance
1,T08,,20-Jul-10,5,8,14,,,2010,7,20,,49,Abundance
1,T08,,20-Jul-10,6,8,9,,,2010,7,20,,49,Abundance
1,T08,,20-Jul-10,7,8,8,,,2010,7,20,,49,Abundance
1,T08,,20-Jul-10,8,8,10,,,2010,7,20,,49,Abundance
1,T08,,20-Jul-10,11,8,2,,,2010,7,20,,49,Abundance
1,T03,,21-Jul-10,7,8,2,,,2010,7,21,,49,Abundance
1,T05,,23-Jul-10,13,8,3,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,14,8,2,,,2010,7,23,,49,Abundance
2,T04,,23-Jul-10,1,8,31,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,6,8,22,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,7,8,15,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,8,8,3,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,3,8,1,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,9,8,11,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,10,8,4,,,2010,7,23,,49,Abundance
1,T05,,23-Jul-10,11,8,8,,,2010,7,23,,49,Abundance
1,T08,,26-Jul-10,7,8,1,,,2010,7,26,,49,Abundance
1,T08,,26-Jul-10,8,8,5,,,2010,7,26,,49,Abundance
1,T08,,26-Jul-10,3,8,1,,,2010,7,26,,49,Abundance
1,T08,,26-Jul-10,4,8,4,,,2010,7,26,,49,Abundance
1,T08,,26-Jul-10,5,8,7,,,2010,7,26,,49,Abundance
1,T08,,26-Jul-10,6,8,5,,,2010,7,26,,49,Abundance
1,T05,,29-Jul-10,9,8,12,,,2010,7,29,,49,Abundance
2,T04,,29-Jul-10,1,8,5,,,2010,7,29,,49,Abundance
1,T05,,29-Jul-10,6,8,15,,,2010,7,29,,49,Abundance
1,T05,,29-Jul-10,7,8,13,,,2010,7,29,,49,Abundance
1,T05,,29-Jul-10,8,8,1,,,2010,7,29,,49,Abundance
1,T05,,29-Jul-10,10,8,6,,,2010,7,29,,49,Abundance
1,T05,,29-Jul-10,11,8,8,,,2010,7,29,,49,Abundance
1,T05,,29-Jul-10,15,8,2,,,2010,7,29,,49,Abundance
1,T08,,30-Jul-10,4,8,1,,,2010,7,30,,49,Abundance
1,T08,,30-Jul-10,5,8,2,,,2010,7,30,,49,Abundance
1,T08,,30-Jul-10,6,8,4,,,2010,7,30,,49,Abundance
1,T08,,30-Jul-10,8,8,2,,,2010,7,30,,49,Abundance
1,T08,,30-Jul-10,9,8,3,,,2010,7,30,,49,Abundance
1,T02,,03-Aug-10,3,8,1,,,2010,8,3,,49,Abundance
1,T08,,05-Aug-10,5,8,1,,,2010,8,5,,49,Abundance
1,T08,,05-Aug-10,6,8,1,,,2010,8,5,,49,Abundance
1,T08,,05-Aug-10,10,8,1,,,2010,8,5,,49,Abundance
2,T04,,08-Aug-10,1,8,1,,,2010,8,8,,49,Abundance
1,T05,,11-Aug-10,7,8,1,,,2010,8,11,,49,Abundance
1,T05,,11-Aug-10,13,8,1,,,2010,8,11,,49,Abundance
1,T05,,15-Aug-10,6,8,1,,,2010,8,15,,49,Abundance
1,T08,,21-Jun-11,5,8,1,,,2011,6,21,,49,Abundance
1,T08,,21-Jun-11,6,8,6,,,2011,6,21,,49,Abundance
1,T08,,21-Jun-11,7,8,1,,,2011,6,21,,49,Abundance
1,T01,,22-Jun-11,4,8,2,,,2011,6,22,,49,Abundance
1,T01,,22-Jun-11,5,8,2,,,2011,6,22,,49,Abundance
1,T01,,22-Jun-11,6,8,1,,,2011,6,22,,49,Abundance
1,T01,,22-Jun-11,7,8,2,,,2011,6,22,,49,Abundance
1,T01,,22-Jun-11,8,8,2,,,2011,6,22,,49,Abundance
1,T01,,22-Jun-11,9,8,3,,,2011,6,22,,49,Abundance
1,T01,,22-Jun-11,12,8,1,,,2011,6,22,,49,Abundance
1,T05,,23-Jun-11,6,8,4,,,2011,6,23,,49,Abundance
1,T05,,23-Jun-11,7,8,1,,,2011,6,23,,49,Abundance
1,T05,,23-Jun-11,9,8,1,,,2011,6,23,,49,Abundance
1,T05,,23-Jun-11,10,8,1,,,2011,6,23,,49,Abundance
1,T09,,23-Jun-11,1,8,2,,,2011,6,23,,49,Abundance
1,T09,,23-Jun-11,3,8,2,,,2011,6,23,,49,Abundance
1,T09,,23-Jun-11,4,8,1,,,2011,6,23,,49,Abundance
1,T05,,26-Jun-11,3,8,1,,,2011,6,26,,49,Abundance
1,T05,,26-Jun-11,6,8,6,,,2011,6,26,,49,Abundance
1,T05,,26-Jun-11,7,8,3,,,2011,6,26,,49,Abundance
1,T05,,26-Jun-11,9,8,6,,,2011,6,26,,49,Abundance
1,T08,,27-Jun-11,6,8,29,,,2011,6,27,,49,Abundance
1,T08,,27-Jun-11,7,8,3,,,2011,6,27,,49,Abundance
1,T08,,27-Jun-11,2,8,1,,,2011,6,27,,49,Abundance
1,T08,,27-Jun-11,3,8,2,,,2011,6,27,,49,Abundance
1,T08,,27-Jun-11,4,8,8,,,2011,6,27,,49,Abundance
1,T08,,27-Jun-11,5,8,45,,,2011,6,27,,49,Abundance
1,T02,,28-Jun-11,3,8,1,,,2011,6,28,,49,Abundance
1,T02,,28-Jun-11,4,8,4,,,2011,6,28,,49,Abundance
1,T02,,28-Jun-11,5,8,4,,,2011,6,28,,49,Abundance
1,T02,,28-Jun-11,6,8,6,,,2011,6,28,,49,Abundance
1,T02,,28-Jun-11,7,8,3,,,2011,6,28,,49,Abundance
2,T04,,28-Jun-11,1,8,1,,,2011,6,28,,49,Abundance
1,T02,,28-Jun-11,1,8,1,,,2011,6,28,,49,Abundance
1,T10,,29-Jun-11,9,8,1,,,2011,6,29,,49,Abundance
1,T10,,29-Jun-11,10,8,3,,,2011,6,29,,49,Abundance
1,T10,,29-Jun-11,11,8,3,,,2011,6,29,,49,Abundance
1,T08,,01-Jul-11,3,8,4,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,4,8,13,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,5,8,14,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,6,8,18,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,7,8,2,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,8,8,2,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,9,8,1,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,10,8,2,,,2011,7,1,,49,Abundance
1,T09,,01-Jul-11,1,8,15,,,2011,7,1,,49,Abundance
1,T09,,01-Jul-11,2,8,12,,,2011,7,1,,49,Abundance
1,T09,,01-Jul-11,3,8,24,,,2011,7,1,,49,Abundance
1,T09,,01-Jul-11,4,8,16,,,2011,7,1,,49,Abundance
1,T08,,01-Jul-11,2,8,4,,,2011,7,1,,49,Abundance
1,T05,,02-Jul-11,6,8,27,,,2011,7,2,,49,Abundance
1,T05,,02-Jul-11,7,8,18,,,2011,7,2,,49,Abundance
1,T05,,02-Jul-11,8,8,1,,,2011,7,2,,49,Abundance
1,T05,,02-Jul-11,9,8,16,,,2011,7,2,,49,Abundance
1,T05,,02-Jul-11,10,8,3,,,2011,7,2,,49,Abundance
1,T05,,02-Jul-11,11,8,5,,,2011,7,2,,49,Abundance
1,T10,,04-Jul-11,1,8,1,,,2011,7,4,,49,Abundance
1,T10,,04-Jul-11,9,8,1,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,10,8,5,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,11,8,1,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,12,8,2,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,1,8,6,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,3,8,3,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,4,8,11,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,5,8,9,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,6,8,2,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,7,8,8,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,8,8,4,,,2011,7,4,,49,Abundance
1,T01,,04-Jul-11,9,8,14,,,2011,7,4,,49,Abundance
1,T02,,04-Jul-11,3,8,4,,,2011,7,4,,49,Abundance
1,T02,,04-Jul-11,4,8,4,,,2011,7,4,,49,Abundance
1,T02,,04-Jul-11,5,8,3,,,2011,7,4,,49,Abundance
1,T02,,04-Jul-11,6,8,5,,,2011,7,4,,49,Abundance
1,T03,,04-Jul-11,1,8,1,,,2011,7,4,,49,Abundance
1,T03,,04-Jul-11,4,8,2,,,2011,7,4,,49,Abundance
1,T03,,04-Jul-11,8,8,1,,,2011,7,4,,49,Abundance
1,T03,,04-Jul-11,9,8,1,,,2011,7,4,,49,Abundance
1,T02,,08-Jul-11,11,8,1,,,2011,7,8,,49,Abundance
1,T02,,08-Jul-11,3,8,2,,,2011,7,8,,49,Abundance
1,T02,,08-Jul-11,4,8,1,,,2011,7,8,,49,Abundance
1,T02,,08-Jul-11,5,8,3,,,2011,7,8,,49,Abundance
1,T02,,08-Jul-11,6,8,2,,,2011,7,8,,49,Abundance
1,T02,,08-Jul-11,7,8,1,,,2011,7,8,,49,Abundance
1,T02,,08-Jul-11,10,8,1,,,2011,7,8,,49,Abundance
1,T10,,11-Jul-11,10,8,2,,,2011,7,11,,49,Abundance
1,T10,,11-Jul-11,11,8,2,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,15,8,1,,,2011,7,11,,49,Abundance
1,T08,,11-Jul-11,3,8,2,,,2011,7,11,,49,Abundance
1,T08,,11-Jul-11,4,8,3,,,2011,7,11,,49,Abundance
1,T08,,11-Jul-11,5,8,15,,,2011,7,11,,49,Abundance
1,T08,,11-Jul-11,6,8,19,,,2011,7,11,,49,Abundance
1,T08,,11-Jul-11,7,8,4,,,2011,7,11,,49,Abundance
1,T08,,11-Jul-11,8,8,6,,,2011,7,11,,49,Abundance
1,T03,,11-Jul-11,4,8,1,,,2011,7,11,,49,Abundance
1,T03,,11-Jul-11,6,8,1,,,2011,7,11,,49,Abundance
1,T03,,11-Jul-11,8,8,4,,,2011,7,11,,49,Abundance
1,T03,,11-Jul-11,9,8,2,,,2011,7,11,,49,Abundance
1,T03,,11-Jul-11,10,8,2,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,3,8,1,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,4,8,4,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,6,8,35,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,7,8,25,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,8,8,4,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,9,8,9,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,10,8,1,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,11,8,4,,,2011,7,11,,49,Abundance
1,T05,,11-Jul-11,13,8,3,,,2011,7,11,,49,Abundance
1,T01,,13-Jul-11,3,8,3,,,2011,7,13,,49,Abundance
1,T01,,13-Jul-11,4,8,13,,,2011,7,13,,49,Abundance
1,T01,,13-Jul-11,5,8,2,,,2011,7,13,,49,Abundance
1,T01,,13-Jul-11,6,8,2,,,2011,7,13,,49,Abundance
1,T01,,13-Jul-11,7,8,2,,,2011,7,13,,49,Abundance
1,T01,,13-Jul-11,8,8,1,,,2011,7,13,,49,Abundance
1,T01,,13-Jul-11,9,8,2,,,2011,7,13,,49,Abundance
2,T04,,13-Jul-11,1,8,12,,,2011,7,13,,49,Abundance
2,T04,,13-Jul-11,2,8,1,,,2011,7,13,,49,Abundance
2,T04,,13-Jul-11,3,8,5,,,2011,7,13,,49,Abundance
1,T09,,14-Jul-11,1,8,26,,,2011,7,14,,49,Abundance
1,T09,,14-Jul-11,2,8,9,,,2011,7,14,,49,Abundance
1,T09,,14-Jul-11,3,8,10,,,2011,7,14,,49,Abundance
1,T09,,14-Jul-11,4,8,15,,,2011,7,14,,49,Abundance
1,T02,,15-Jul-11,3,8,4,,,2011,7,15,,49,Abundance
1,T02,,15-Jul-11,4,8,2,,,2011,7,15,,49,Abundance
1,T02,,15-Jul-11,5,8,2,,,2011,7,15,,49,Abundance
1,T02,,15-Jul-11,7,8,2,,,2011,7,15,,49,Abundance
1,T02,,15-Jul-11,10,8,1,,,2011,7,15,,49,Abundance
1,T08,,15-Jul-11,2,8,1,,,2011,7,15,,49,Abundance
1,T08,,15-Jul-11,4,8,2,,,2011,7,15,,49,Abundance
1,T08,,15-Jul-11,5,8,5,,,2011,7,15,,49,Abundance
1,T08,,15-Jul-11,6,8,6,,,2011,7,15,,49,Abundance
1,T08,,15-Jul-11,7,8,12,,,2011,7,15,,49,Abundance
1,T08,,15-Jul-11,8,8,4,,,2011,7,15,,49,Abundance
1,T10,,19-Jul-11,9,8,4,,,2011,7,19,,49,Abundance
1,T10,,19-Jul-11,10,8,1,,,2011,7,19,,49,Abundance
1,T05,,21-Jul-11,6,8,4,,,2011,7,21,,49,Abundance
1,T05,,21-Jul-11,7,8,9,,,2011,7,21,,49,Abundance
1,T05,,21-Jul-11,11,8,2,,,2011,7,21,,49,Abundance
1,T01,,21-Jul-11,8,8,1,,,2011,7,21,,49,Abundance
1,T05,,21-Jul-11,9,8,7,,,2011,7,21,,49,Abundance
1,T05,,21-Jul-11,10,8,1,,,2011,7,21,,49,Abundance
1,T09,,22-Jul-11,1,8,13,,,2011,7,22,,49,Abundance
1,T09,,22-Jul-11,2,8,3,,,2011,7,22,,49,Abundance
1,T09,,22-Jul-11,3,8,4,,,2011,7,22,,49,Abundance
1,T09,,22-Jul-11,4,8,3,,,2011,7,22,,49,Abundance
2,T04,,24-Jul-11,3,8,2,,,2011,7,24,,49,Abundance
2,T04,,24-Jul-11,1,8,9,,,2011,7,24,,49,Abundance
1,T08,,25-Jul-11,6,8,1,,,2011,7,25,,49,Abundance
1,T08,,25-Jul-11,8,8,2,,,2011,7,25,,49,Abundance
1,T05,,26-Jul-11,10,8,4,,,2011,7,26,,49,Abundance
1,T05,,26-Jul-11,15,8,1,,,2011,7,26,,49,Abundance
1,T05,,26-Jul-11,4,8,1,,,2011,7,26,,49,Abundance
1,T05,,26-Jul-11,6,8,2,,,2011,7,26,,49,Abundance
1,T05,,26-Jul-11,7,8,1,,,2011,7,26,,49,Abundance
1,T01,,28-Jul-11,8,8,2,,,2011,7,28,,49,Abundance
1,T01,,28-Jul-11,6,8,2,,,2011,7,28,,49,Abundance
1,T01,,28-Jul-11,2,8,1,,,2011,7,28,,49,Abundance
1,T08,,29-Jul-11,6,8,1,,,2011,7,29,,49,Abundance
1,T09,,01-Aug-11,1,8,2,,,2011,8,1,,49,Abundance
1,T01,,03-Aug-11,8,8,1,,,2011,8,3,,49,Abundance
2,T04,,03-Aug-11,1,8,1,,,2011,8,3,,49,Abundance
1,T05,,03-Aug-11,7,8,1,,,2011,8,3,,49,Abundance
1,T05,,03-Aug-11,9,8,5,,,2011,8,3,,49,Abundance
1,T05,,09-Aug-11,4,8,1,,,2011,8,9,,49,Abundance
1,T05,,09-Aug-11,9,8,4,,,2011,8,9,,49,Abundance
1,T05,,19-Aug-11,10,8,1,,,2011,8,19,,49,Abundance
2,T04,,20-Aug-11,1,8,1,,,2011,8,20,,49,Abundance
1,T09,,28-Jun-12,1,8,3,,,2012,6,28,,49,Abundance
1,T09,,02-Jul-12,1,8,44,,,2012,7,2,,49,Abundance
1,T09,,02-Jul-12,2,8,2,,,2012,7,2,,49,Abundance
1,T09,,02-Jul-12,3,8,5,,,2012,7,2,,49,Abundance
1,T09,,02-Jul-12,4,8,3,,,2012,7,2,,49,Abundance
1,T08,,05-Jul-12,6,8,1,,,2012,7,5,,49,Abundance
1,T08,,05-Jul-12,7,8,3,,,2012,7,5,,49,Abundance
1,T08,,05-Jul-12,8,8,4,,,2012,7,5,,49,Abundance
1,T08,,05-Jul-12,10,8,1,,,2012,7,5,,49,Abundance
1,T05,,06-Jul-12,6,8,1,,,2012,7,6,,49,Abundance
1,T05,,06-Jul-12,10,8,1,,,2012,7,6,,49,Abundance
1,T05,,06-Jul-12,11,8,1,,,2012,7,6,,49,Abundance
1,T03,,11-Jul-12,6,8,1,,,2012,7,11,,49,Abundance
1,T10,,11-Jul-12,8,8,2,,,2012,7,11,,49,Abundance
1,T10,,11-Jul-12,9,8,4,,,2012,7,11,,49,Abundance
1,T10,,11-Jul-12,10,8,1,,,2012,7,11,,49,Abundance
1,T10,,11-Jul-12,11,8,1,,,2012,7,11,,49,Abundance
1,T08,,12-Jul-12,5,8,2,,,2012,7,12,,49,Abundance
2,T04,,12-Jul-12,4,8,1,,,2012,7,12,,49,Abundance
1,T08,,12-Jul-12,7,8,2,,,2012,7,12,,49,Abundance
2,T04,,12-Jul-12,3,8,1,,,2012,7,12,,49,Abundance
1,T02,,16-Jul-12,5,8,5,,,2012,7,16,,49,Abundance
1,T02,,16-Jul-12,6,8,1,,,2012,7,16,,49,Abundance
1,T02,,16-Jul-12,7,8,11,,,2012,7,16,,49,Abundance
1,T02,,16-Jul-12,8,8,4,,,2012,7,16,,49,Abundance
1,T10,,16-Jul-12,9,8,3,,,2012,7,16,,49,Abundance
1,T10,,16-Jul-12,10,8,2,,,2012,7,16,,49,Abundance
